fc,beta,c,k0,l,k1,k2,kp,lp,k_routing,x_routing
192.81655706953168,3.7386729581039844,0.021473013337029927,0.055160523572730685,3.494753919872998,0.1,0.029583770554335965,0.034038178792407524,0.42371076547884434,4.044199736785937,0.1446829549350217
