algo,k,b,im,um,lm,dm,c,sm,ex,ki,kg,cs,l,ci,cg,k_routing,x_routing
de,0.8583011480619649,0.4608152175831655,0.03866856123463447,29.268928325501744,97.46055861998968,59.245657258908665,0.4404605724631473,61.097494012198325,1.4773004745730425,0.2560155489599335,0.3134366421724934,0.6006563063161121,17.04637446820233,0.6042293865272502,0.9950752052687303,4.126174073570477,0.1484016768283273
sce,0.9882998031615021,0.16029331915209943,0.09529781728653343,19.57310176725465,68.36487520341741,58.93666602799968,0.33128569770453625,69.87209071801269,1.5666853556365792,0.16496571163354531,0.3022434572236455,0.9105870888756253,6.901406934347667,0.7499576059257451,0.9921800629930748,4.125973755706304,0.14839608131175627
pso,1.0604683749365802,0.1779922840489635,0.03835267960487995,43.608199230738,93.69671437141581,75.89089161134281,0.39897796266614505,49.97893890610063,1.1397261204925146,0.3319457429401096,0.16116710654255303,0.9080595681268572,17.952443052057824,0.8006476304178753,0.9907604502820063,4.126135663962903,0.14840094585857463
ga,1.0767402336945446,0.13270361277954879,0.08748428378657094,56.04362002659066,56.107795985486376,62.1502118517763,0.4224805119172246,62.37817832685609,1.1845210193563773,0.18373972933468413,0.24818884111655282,0.7325710328916902,12.365095430605919,0.6770785469934908,0.9887881596065298,3.8636192216019043,0.15212112147976886
two_stage,1.0976259899065675,0.335655752641178,0.05303444577977234,54.07809142768383,84.57118602935225,114.3552861418575,0.2638151534619101,52.3608492910862,1.5574511587619781,0.27905631445071777,0.11373144724111142,0.8808532054928251,12.154491692781448,0.7306906126458004,0.982064697210949,4.126131611377736,0.14840133518626664
