t0_is,t0_boc,t0_soc_uo,t0_soc_lo,t0_soh_uo,t0_soh_lo,t1_is,t1_boc,t1_soc,t1_soh,t2_is,t2_boc,t2_soc,t2_soh,t3_is,t3_soc,k_routing,x_routing
4.349108709556858,0.5,0.4085486195553281,0.15,94.43145874857584,46.75743366286954,2.9778825593293474,0.14798922376492046,0.1,68.38764110913922,2.707851673334649,0.052867740466689885,0.1427812303980952,32.344007175321195,11.823393718121771,0.0014885768329690279,4.045713408136692,0.14710240036064956
