t0_is,t0_boc,t0_soc_uo,t0_soc_lo,t0_soh_uo,t0_soh_lo,t1_is,t1_boc,t1_soc,t1_soh,t2_is,t2_boc,t2_soc,t2_soh,t3_is,t3_soc,k_routing,x_routing
31.157368366797844,0.2957980399688023,0.557557033220383,0.3479201991669595,75.85738151185797,45.42237774342526,13.213813157931964,0.244911909267667,0.14346846162736693,76.91498837798008,35.65141011445483,0.14660389045764533,0.28325371828260515,18.526206184364575,1.278949159758408,0.0030642729617375835,3.1624078852602278,0.3580023139898892
