k,b,im,um,lm,dm,c,sm,ex,ki,kg,cs,l,ci,cg,k_routing,x_routing
0.8583011480619649,0.4608152175831655,0.03866856123463447,29.268928325501744,97.46055861998968,59.245657258908665,0.4404605724631473,61.097494012198325,1.4773004745730425,0.2560155489599335,0.3134366421724934,0.6006563063161121,17.04637446820233,0.6042293865272502,0.9950752052687303,4.126174073570477,0.1484016768283273
