k,b,im,um,lm,dm,c,sm,ex,ki,kg,cs,l,ci,cg,k_routing,x_routing
1.0976259899065675,0.335655752641178,0.05303444577977234,54.07809142768383,84.57118602935225,114.3552861418575,0.2638151534619101,52.3608492910862,1.5574511587619781,0.27905631445071777,0.11373144724111142,0.8808532054928251,12.154491692781448,0.7306906126458004,0.982064697210949,4.126131611377736,0.14840133518626664
