k,b,im,um,lm,dm,c,sm,ex,ki,kg,cs,l,ci,cg,k_routing,x_routing
1.0767402336945446,0.13270361277954879,0.08748428378657094,56.04362002659066,56.107795985486376,62.1502118517763,0.4224805119172246,62.37817832685609,1.1845210193563773,0.18373972933468413,0.24818884111655282,0.7325710328916902,12.365095430605919,0.6770785469934908,0.9887881596065298,3.8636192216019043,0.15212112147976886
