k,b,im,um,lm,dm,c,sm,ex,ki,kg,cs,l,ci,cg,k_routing,x_routing
0.9882998031615021,0.16029331915209943,0.09529781728653343,19.57310176725465,68.36487520341741,58.93666602799968,0.33128569770453625,69.87209071801269,1.5666853556365792,0.16496571163354531,0.3022434572236455,0.9105870888756253,6.901406934347667,0.7499576059257451,0.9921800629930748,4.125973755706304,0.14839608131175627
