t0_is,t0_boc,t0_soc_uo,t0_soc_lo,t0_soh_uo,t0_soh_lo,t1_is,t1_boc,t1_soc,t1_soh,t2_is,t2_boc,t2_soc,t2_soh,t3_is,t3_soc,k_routing,x_routing
23.276153219778177,0.32117412683586594,0.4731322065171958,0.2908735568243335,83.74915753046703,44.25599455670517,0.0,0.3206289678268551,0.27913380561614426,47.38073911320781,14.05751378735596,0.06671324527680132,0.1785061085137709,33.515029810481515,36.65092468554018,0.001,3.4995657863591623,0.17916193645335687
