t0_is,t0_boc,t0_soc_uo,t0_soc_lo,t0_soh_uo,t0_soh_lo,t1_is,t1_boc,t1_soc,t1_soh,t2_is,t2_boc,t2_soc,t2_soh,t3_is,t3_soc,k_routing,x_routing,NSE
49.50944451166845,0.44736855546785576,0.494720342496636,0.15,113.81343751214445,34.714279043610425,25.860925504494016,0.1,0.1,78.68192217442993,37.513889212120866,0.11199715724358109,0.2607610583392088,18.00690247747169,47.081778293983795,0.001,4.396546170206623,0.12898443893861408,0.7065481323981215
