algo,t0_is,t0_boc,t0_soc_uo,t0_soc_lo,t0_soh_uo,t0_soh_lo,t1_is,t1_boc,t1_soc,t1_soh,t2_is,t2_boc,t2_soc,t2_soh,t3_is,t3_soc,k_routing,x_routing
de,3.346664542183294,0.5,0.3863886825655534,0.15,96.32482774404274,49.22229116867863,2.2101086500306426,0.18321299420586395,0.117031520595937,73.04581769082014,0.6926413580734329,0.060010221446204326,0.13843148287176235,31.49057319584268,7.043602191065881,0.001737814606747726,4.0216695906575,0.14604403928722012
sce,4.349108709556858,0.5,0.4085486195553281,0.15,94.43145874857584,46.75743366286954,2.9778825593293474,0.14798922376492046,0.1,68.38764110913922,2.707851673334649,0.052867740466689885,0.1427812303980952,32.344007175321195,11.823393718121771,0.0014885768329690279,4.045713408136692,0.14710240036064956
pso,23.276153219778177,0.32117412683586594,0.4731322065171958,0.2908735568243335,83.74915753046703,44.25599455670517,0.0,0.3206289678268551,0.27913380561614426,47.38073911320781,14.05751378735596,0.06671324527680132,0.1785061085137709,33.515029810481515,36.65092468554018,0.001,3.4995657863591623,0.17916193645335687
ga,31.157368366797844,0.2957980399688023,0.557557033220383,0.3479201991669595,75.85738151185797,45.42237774342526,13.213813157931964,0.244911909267667,0.14346846162736693,76.91498837798008,35.65141011445483,0.14660389045764533,0.28325371828260515,18.526206184364575,1.278949159758408,0.0030642729617375835,3.1624078852602278,0.3580023139898892
two_stage,49.50944451166845,0.44736855546785576,0.494720342496636,0.15,113.81343751214445,34.714279043610425,25.860925504494016,0.1,0.1,78.68192217442993,37.513889212120866,0.11199715724358109,0.2607610583392088,18.00690247747169,47.081778293983795,0.001,4.396546170206623,0.12898443893861408,0.7065481323981215
