fc,beta,c,k0,l,k1,k2,kp,lp,k_routing,x_routing
197.7900556028162,6.892046647858107,0.07,0.05748892823638911,5.0,0.1,0.05,0.01,0.3,4.039776347412389,0.14306543684399536
