k,b,im,um,lm,dm,c,sm,ex,ki,kg,cs,l,ci,cg,k_routing,x_routing
1.0604683749365802,0.1779922840489635,0.03835267960487995,43.608199230738,93.69671437141581,75.89089161134281,0.39897796266614505,49.97893890610063,1.1397261204925146,0.3319457429401096,0.16116710654255303,0.9080595681268572,17.952443052057824,0.8006476304178753,0.9907604502820063,4.126135663962903,0.14840094585857463
