模型,B,C,WM,WUM,WLM,IM,SM,EX,K,KI,KG,CG,CI,CS,L,X,K_res,X_res,n
新安江模型2,0.3,0.15,150.0,25.549196078477692,60.0,0.02,12.550845356550544,1.1913301902591695,1.2,0.2,0.5,0.9847144837585606,0.8987825166759389,0.8,1,0.0019199837923036312,4.88,0.14,2
