t0_is,t0_boc,t0_soc_uo,t0_soc_lo,t0_soh_uo,t0_soh_lo,t1_is,t1_boc,t1_soc,t1_soh,t2_is,t2_boc,t2_soc,t2_soh,t3_is,t3_soc,k_routing,x_routing
3.346664542183294,0.5,0.3863886825655534,0.15,96.32482774404274,49.22229116867863,2.2101086500306426,0.18321299420586395,0.117031520595937,73.04581769082014,0.6926413580734329,0.060010221446204326,0.13843148287176235,31.49057319584268,7.043602191065881,0.001737814606747726,4.0216695906575,0.14604403928722012
