fc,beta,c,k0,l,k1,k2,kp,lp,k_routing,x_routing
160.51421968028677,4.177903470136039,0.024511137454027103,0.06396541517088489,4.807919324628402,0.07066206949542343,0.045196217332311696,0.02498450458505885,0.7317068788900514,3.992099802981101,0.07821852133554302
