time,rain,evaporation,runoff,net rain,Subbasin_1_Rain,Subbasin_2_Rain,Subbasin_3_Rain,Subbasin_4_Rain,Subbasin_5_Rain,Subbasin_6_Rain,Subbasin_7_Rain,Subbasin_8_Rain
2006-07-16 07:00:00,3.549,0.07083,44.5444444444485,3.47817,7.55763218317382,15.6063558341367,0.0,4.29060780145414,0.0,0.0,0.0,0.0
2006-07-16 08:00:00,14.2655,0.07083,34.7222222222242,14.19467,48.3607222239966,28.9096400675029,2.16972797613954,28.7121018909652,2.16838442506021,0.00661052527816455,2.78589421067508,0.0764275092766116
2006-07-16 09:00:00,14.1005,0.07083,24.9,14.02967,34.9231570891016,24.1915255544844,10.4335038687675,24.7276269561264,7.43917194260302,0.528645609675622,0.0480053895614954,0.263431881900568
2006-07-16 10:00:00,14.2421,0.07083,24.9,14.17127,17.4759865903442,14.1223517357764,51.777377085651,20.2091641269257,7.84731376323997,0.183193672483923,1.64197170698743,0.786164574596926
2006-07-16 11:00:00,22.8388,0.07083,24.9,22.76797,41.4471704987573,34.069173818708,55.5984651810928,35.2270539602845,9.05366013088875,1.13547523932351,1.77637055938375,0.955050193599551
2006-07-16 12:00:00,13.7404,0.07083,24.9,13.66957,33.4447691577918,25.7314089922856,22.6210182155999,23.368815970762,1.9787138297518,1.12005068034112,0.134404651816275,0.372001208402256
2006-07-16 13:00:00,20.3599,0.07083,122.222222222218,20.28907,66.7910833359949,37.6144601012543,14.3182979769953,40.9939794634179,1.61752599247389,1.10903313821085,0.482641428150661,0.381554647061833
2006-07-16 14:00:00,21.1542,0.07083,122.322222222218,21.08337,35.3559195420655,15.2341104146582,60.3438732168835,34.1286489012305,11.2643506758003,1.17293488256644,0.482641428150661,0.381554647061833
2006-07-16 15:00:00,25.6524,0.07083,413.888888888895,25.58157,8.97358524937867,5.284586909354,26.6307836301629,21.8087806410675,43.8856073432328,32.935762547901,43.4529260330705,13.0915124908362
2006-07-16 16:00:00,8.8214,0.07083,413.788888888871,8.75057,2.50240134096558,2.83776482642236,6.58486398806978,4.4304729029998,19.1036961042963,29.421740137566,22.6189122931329,10.5410371397185
2006-07-16 17:00:00,11.571,0.07083,802.777777777791,11.50017,2.5,2.5,15.412927379628,11.3622590847311,22.0643302419706,8.86748286832244,8.51038645400583,6.07147596134212
2006-07-16 18:00:00,12.055,0.07083,802.877777777766,11.98417,3.49519731806885,2.82447034715527,25.1513601193023,12.1183441400312,16.9038961943539,6.08703235128619,11.8636054913432,2.42914796101829
2006-07-16 19:00:00,15.133,0.07083,1805.57777777778,15.06217,4.49279597710327,3.48670552073291,20.5642874989304,14.4568151937897,29.4239857399081,14.0572662901673,21.4212662780672,3.7601066225723
2006-07-16 20:00:00,9.585,0.07083,1808.27777777778,9.51417,7.97598659034425,4.62235173577636,16.0848639880698,11.4457923794847,12.7602396151655,7.706320124368,5.13886791536322,2.53966065033145
2006-07-16 21:00:00,4.6987,0.07083,1991.63333333333,4.62787,9.0,9.0,10.1329922624651,6.93634899353249,1.31410935189249,0.835315798568755,1.1407153087062,0.352408490380235
2006-07-16 22:00:00,10.4467,0.07083,1994.43333333333,10.37587,20.5192107277246,23.2021186113789,17.6329922624651,15.742891339067,4.11333634801529,0.00528842022253164,0.0,0.0
2006-07-16 23:00:00,9.8144,0.07083,2579.21666666666,9.74357,15.5024013409656,15.8377648264224,5.51836785683724,12.633030752177,9.45421120404057,4.76263265538812,8.63345444613883,1.49131830624156
2006-07-17 00:00:00,5.6199,0.0875,2580.66666666666,5.5324,8.95917720358522,3.25799795081981,2.37619166595356,7.60972836245329,5.96657849513173,0.0,0.0,0.0
2006-07-17 01:00:00,0.372,0.0875,2845.85555555556,0.2845,1.00240134096558,1.33776482642236,0.0,0.572081040193886,0.0,0.0,0.0,0.0
2006-07-17 02:00:00,0.297,0.0875,2847.15555555556,0.2095,0.00720402289672697,1.01329447926709,0.41513601193023,0.126066658468478,0.0615087853642167,0.00220350842605485,0.103757834262472,0.227014679399579
2006-07-17 03:00:00,1.39,0.0875,2556.3888888889,1.3025,1.05282950124266,8.43082618129201,0.41513601193023,0.632695577627008,0.0093756761814142,0.0,0.0,0.0
2006-07-17 04:00:00,0.046,0.0875,2557.28888888888,0.0,0.00240134096557566,0.337764826422364,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 05:00:00,0.1245,0.0875,2613.34444444445,0.037,0.00240134096557566,0.337764826422364,0.0,0.0,0.086991232264383,0.165565605075485,0.348242575754337,0.212669028059208
2006-07-17 06:00:00,0.0,0.0875,2613.84444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 07:00:00,0.335,0.0875,2308.68888888889,0.2475,0.5,0.5,0.0,0.351492641132299,0.328948895665785,0.832230886772278,0.0960049797030397,0.323748174401506
2006-07-17 08:00:00,0.1745,0.0875,2309.08888888889,0.087,0.0,0.0,0.915136011930231,0.209121896320112,0.231843441474676,0.0,0.0,0.0
2006-07-17 09:00:00,0.0,0.0875,2031.5111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 10:00:00,0.0,0.0875,2031.71111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 11:00:00,0.0,0.0875,1641.37222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 12:00:00,0.0,0.0875,1639.92222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 13:00:00,0.0,0.0875,1363.59444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 14:00:00,0.0,0.0875,1365.04444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 15:00:00,0.0,0.0875,1140.82222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 16:00:00,0.0,0.0875,1138.82222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 17:00:00,0.0,0.0875,901.711111111103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 18:00:00,0.0,0.0875,900.711111111127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 19:00:00,0.0,0.0875,525.211111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 20:00:00,0.0,0.0875,524.711111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 21:00:00,0.0,0.0875,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-17 22:00:00,0.0,0.0875,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
