time,rain,evaporation,runoff,net rain,Subbasin_1_Rain,Subbasin_2_Rain,Subbasin_3_Rain,Subbasin_4_Rain,Subbasin_5_Rain,Subbasin_6_Rain,Subbasin_7_Rain,Subbasin_8_Rain
2009-08-06 02:00:00,0.1605,0.05417,54.7,0.10633,0.497598659034425,0.162235173577636,0.0,0.286040520096943,0.0,0.165565605075485,5.79941995111625e-06,0.203115589399631
2009-08-06 03:00:00,0.1578,0.05417,54.45,0.10363,0.0,0.0,0.0,0.065452121035356,0.0521331091828025,0.167769113501539,0.124515200534918,0.475533204679126
2009-08-06 04:00:00,0.9058,0.05417,54.2,0.85163,1.00480268193115,1.67552965284473,1.0,0.934547879003223,0.77466250463383,0.500000000136909,0.729693632811479,0.551134999035386
2009-08-06 05:00:00,0.2428,0.05417,109.755555555574,0.18863,0.0,0.0,0.0,0.065452121035356,0.329726974047306,0.500000000136909,0.729693632811479,0.551134999035386
2009-08-06 06:00:00,0.0438,0.05417,109.755555555549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124509401114967,0.272417615279495
2009-08-06 07:00:00,0.353,0.05417,109.755555555549,0.29883,0.00240134096557566,0.337764826422364,0.58486398806977,0.301852301376215,0.487692963587912,0.167769113501539,5.79941995111625e-06,0.203115589399631
2009-08-06 08:00:00,0.5759,0.05417,109.755555555549,0.52173,0.0,0.0,0.581190416702323,0.150312473441727,0.689261692995775,1.6611585886341,1.2288090335369,1.56117471844331
2009-08-06 09:00:00,1.7277,0.05417,116.825000000002,1.67353,1.19663812264819,0.72712924300869,0.835782380911633,1.42774879121278,1.58920350624533,2.66556976121728,1.2288438300566,2.77986825484109
2009-08-06 10:00:00,2.4351,0.05417,116.950000000002,2.38093,1.21104616844165,2.75371820154287,0.835782380911633,1.62410515431884,2.83780196841735,3.50550669429487,3.44423015814764,2.92707043402016
2009-08-06 11:00:00,4.545,0.05417,117.075000000002,4.49083,4.50240134096558,4.83776482642236,3.5,4.5302458875764,3.53669931669309,3.67769113556303,3.49676293443294,4.29638432787309
2009-08-06 12:00:00,7.0345,0.05417,117.200000000002,6.98033,5.99279597710327,4.98670552073291,5.41513601193023,6.15631254610275,6.90140110605012,8.5000041577847,9.20425540701997,9.43795132863069
2009-08-06 13:00:00,9.7095,0.05417,402.772222222227,9.65533,6.50480268193115,7.17552965284473,3.58486398806977,7.4640559363373,9.29695400499742,16.5099261810784,8.85759388418975,13.3189645828777
2009-08-06 14:00:00,10.251,0.05417,403.622222222227,10.19683,11.4687825674475,7.10905725650927,8.83027202386047,10.1889648368888,9.21761257038345,11.977977385397,12.3047877743969,13.8675815147429
2009-08-06 15:00:00,14.541,0.05417,1223.06666666666,14.48683,8.99759865903443,8.66223517357764,12.2454080357907,9.57951668508847,14.6925857355009,23.0807617028996,24.8585644793297,28.0142370324992
2009-08-06 16:00:00,6.071,0.05417,1223.06666666666,6.01683,3.9903946361377,2.64894069431054,7.00000000000001,5.08740051658233,6.53510070633608,5.16556976190183,9.83900726141867,9.16868525978339
