Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2024-09-19 14:00:00,3.0,3.0,,1.0,5.5,1.0,1.0,2.1,359.1,399.132,406.737,0.1361
2024-09-19 15:00:00,,,,0.5,1.0,1.0,,0.4,358.88,396.791,416.515,0.1361
2024-09-19 16:00:00,0.5,1.5,0.5,1.0,1.5,0.5,,0.8,358.58,401.455,418.997,0.1361
2024-09-19 17:00:00,,0.5,,0.5,0.5,0.5,1.0,0.4,359.03,395.169,373.87,0.1361
2024-09-19 18:00:00,1.5,0.5,1.0,0.5,,,,0.5,358.99,399.179,366.272,0.1361
2024-09-19 19:00:00,,,,,,0.5,0.5,0.1,359.04,393.033,375.805,0.1361
2024-09-19 20:00:00,,1.0,,0.5,3.0,,,0.6,358.94,393.412,369.011,0.1361
2024-09-19 21:00:00,,0.5,,,,,,0.1,358.82,389.743,374.498,0.1361
2024-09-19 22:00:00,,0.5,,,,,0.5,0.1,359.12,391.973,372.377,0.1361
2024-09-19 23:00:00,,,,,,,,,358.76,395.228,313.408,0.1361
2024-09-20 00:00:00,2.0,,,,,,,0.3,358.52,392.391,308.136,0.1361
2024-09-20 01:00:00,,,,,,,,,358.9,394.35,306.446,0.1361
2024-09-20 02:00:00,,,,,,,,,358.79,391.011,307.869,0.1361
2024-09-20 03:00:00,,,,,,,,,358.81,399.534,303.974,0.1361
2024-09-20 04:00:00,,,,,,,,,359.59,394.713,302.338,0.1361
2024-09-20 05:00:00,,,,,,,,,359.01,393.485,304.928,0.1361
2024-09-20 06:00:00,,,,,0.5,,,0.1,358.8,392.84,304.259,0.1361
2024-09-20 07:00:00,,,,,,,,,358.84,398.999,302.851,0.1361
2024-09-20 08:00:00,,,,,,,,,359.1,398.498,304.862,0.1361
2024-09-20 09:00:00,,,,,,,,,358.58,391.158,301.595,0.1361
2024-09-20 10:00:00,,,,,,,,,358.54,393.19,355.641,0.1361
2024-09-20 11:00:00,,,0.5,,,,,0.1,358.42,395.941,362.543,0.1361
2024-09-20 12:00:00,,,,,,1.0,,0.1,358.9,398.871,362.956,0.1361
2024-09-20 13:00:00,,,,,,,,,358.81,388.685,363.399,0.1361
2024-09-20 14:00:00,,,,,,,,,359.02,388.21,362.845,0.1361
2024-09-20 15:00:00,,,,,,,,,358.98,395.278,363.176,0.1361
2024-09-20 16:00:00,,,,,,,,,358.71,393.215,362.983,0.1361
2024-09-20 17:00:00,,,,,,,,,359.04,390.061,363.345,0.1361
2024-09-20 18:00:00,,,,,0.5,,,0.1,358.91,389.832,361.02,0.1361
2024-09-20 19:00:00,,,,,,,,,358.75,400.038,363.806,0.1361
2024-09-20 20:00:00,,,,,,,,,359.01,396.035,359.112,0.1361
2024-09-20 21:00:00,,,,,,,,,358.64,388.797,360.291,0.1361
2024-09-20 22:00:00,,,,,,,,,359.13,395.292,361.402,0.1361
2024-09-20 23:00:00,,,,,,,,,358.51,394.681,359.679,0.1361
2024-09-21 00:00:00,,,,,,,,,358.86,394.589,360.471,0.1361
2024-09-21 01:00:00,,,,,,,,,358.48,387.524,361.961,0.1361
2024-09-21 02:00:00,,,,,,,,,358.56,391.125,360.443,0.1361
2024-09-21 03:00:00,,,,,,,,,358.9,394.423,359.805,0.1361
2024-09-21 04:00:00,,,,,,,,,358.21,387.496,360.391,0.1361
2024-09-21 05:00:00,,,,,,,,,358.34,394.36,360.31,0.1361
2024-09-21 06:00:00,,,,,,,,,358.11,391.147,361.474,0.1361
2024-09-21 07:00:00,,,,,,,,,358.15,394.228,360.175,0.1361
2024-09-21 08:00:00,,,,,,,,,358.46,390.285,357.056,0.1361
2024-09-21 09:00:00,,,,,,,,,357.56,393.168,356.829,0.1361
2024-09-21 10:00:00,,,,,,,,,357.35,392.524,356.526,0.1361
2024-09-21 11:00:00,,,,,,,,,357.95,388.763,358.019,0.1361
2024-09-21 12:00:00,,,,,,,,,357.82,388.449,359.59,0.1361
2024-09-21 13:00:00,,,,,,,,,358.0,387.702,355.687,0.1361
2024-09-21 14:00:00,,,,,,,,,357.73,391.136,357.381,0.1361
2024-09-21 15:00:00,,,,,,,,,358.07,384.64,358.409,0.1361
2024-09-21 16:00:00,,,1.0,1.0,,,,0.3,358.24,388.353,359.086,0.1361
2024-09-21 17:00:00,7.5,,1.0,4.0,9.5,,,3.1,357.69,391.224,355.8,0.1361
2024-09-21 18:00:00,,,,,0.5,,,0.1,357.9,390.56,355.878,0.1361
2024-09-21 19:00:00,,,0.5,,,,,0.1,358.2,387.134,355.689,0.1361
2024-09-21 20:00:00,,,,,,,,,358.18,390.378,357.131,0.1361
2024-09-21 21:00:00,1.0,,,,,,,0.1,358.25,393.462,356.906,0.1361
