Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2024-06-18 22:00:00,,,,,,,,,337.01,152.63,139.169,0.1972
2024-06-18 23:00:00,,,,,,,,,319.65,177.543,138.231,0.1972
2024-06-19 00:00:00,,,,,,,,,328.65,183.482,143.923,0.1972
2024-06-19 01:00:00,,,,,,,,,358.07,181.539,165.93,0.1972
2024-06-19 02:00:00,,,,,,,,,331.0,186.248,167.986,0.1972
2024-06-19 03:00:00,,,,,,,,,358.28,190.966,167.504,0.1972
2024-06-19 04:00:00,,,,,,,,,292.07,195.539,166.603,0.1972
2024-06-19 05:00:00,,,,,,,,,277.39,183.589,167.923,0.1972
2024-06-19 06:00:00,,,,,,,,,344.55,170.985,169.687,0.1972
2024-06-19 07:00:00,,,,,,,,,370.65,185.018,169.017,0.1972
2024-06-19 08:00:00,,,,,,,,,240.03,178.544,169.695,0.1972
2024-06-19 09:00:00,,,,,,,,,201.25,174.973,125.804,0.1972
2024-06-19 10:00:00,,,,,,,,,37.82,158.509,27.26,0.1972
2024-06-19 11:00:00,,,,,,,,,4.55,151.829,26.454,0.1972
2024-06-19 12:00:00,,,,,,,,,4.59,138.388,28.212,0.1972
2024-06-19 13:00:00,,,,,,,,,36.25,94.984,30.262,0.1972
2024-06-19 14:00:00,,,,,,,,,99.95,74.748,27.995,0.1972
2024-06-19 15:00:00,,,,,,,,,94.47,61.847,28.397,0.1972
2024-06-19 16:00:00,,,,,,,,,82.1,61.771,27.358,0.1972
2024-06-19 17:00:00,,,,,,,,,84.53,61.318,124.85,0.1972
2024-06-19 18:00:00,,,,,,,,,4.58,61.215,168.985,0.1972
2024-06-19 19:00:00,,,,,,,,,4.59,54.222,150.52,0.1972
2024-06-19 20:00:00,,,,,,,,,49.11,33.463,167.055,0.1972
2024-06-19 21:00:00,,,,,,,,,284.08,7.9,168.159,0.1972
2024-06-19 22:00:00,,,,,,,,,279.36,26.127,167.193,0.1972
2024-06-19 23:00:00,,,,,,,,,218.39,23.0,167.2,0.1972
2024-06-20 00:00:00,,,,,,,,,306.76,23.257,169.409,0.1972
2024-06-20 01:00:00,,,,,,,,,357.68,74.09,172.743,0.1972
2024-06-20 02:00:00,,,,,,,,,273.14,115.551,172.49,0.1972
2024-06-20 03:00:00,,,,,,,,,228.48,143.396,171.898,0.1972
2024-06-20 04:00:00,,,,,,,,,187.55,124.368,173.581,0.1972
2024-06-20 05:00:00,,,,,,,,,255.35,118.092,170.105,0.1972
2024-06-20 06:00:00,,,,,,,,,368.14,130.842,166.465,0.1972
2024-06-20 07:00:00,,,,,,,,,386.34,130.956,172.315,0.1972
2024-06-20 08:00:00,,,,,,,,,266.89,140.702,170.128,0.1972
2024-06-20 09:00:00,,,,,,,,,33.8,143.689,130.101,0.1972
2024-06-20 10:00:00,,,,,,,,,4.48,118.605,24.19,0.1972
2024-06-20 11:00:00,,,,,,,,,4.49,134.88,24.412,0.1972
2024-06-20 12:00:00,,,,,,,,,4.49,111.792,27.94,0.1972
2024-06-20 13:00:00,,,,,,,,,4.51,74.09,27.212,0.1972
2024-06-20 14:00:00,,,,,,,,,4.51,47.02,27.989,0.1972
2024-06-20 15:00:00,,,,,,,,,62.91,19.235,24.225,0.1972
2024-06-20 16:00:00,,,,,,,,,82.67,33.47,28.482,0.1972
2024-06-20 17:00:00,,,,,,,,,83.56,17.602,30.596,0.1972
2024-06-20 18:00:00,,,,,,,,,9.01,7.9,50.877,0.1972
2024-06-20 19:00:00,,,,,,,,,4.48,7.9,151.447,0.1972
2024-06-20 20:00:00,,,,,,,,,32.17,7.9,168.023,0.1972
2024-06-20 21:00:00,,,,,,,,,234.13,7.9,169.37,0.1972
2024-06-20 22:00:00,,,,,,,,,107.36,7.9,168.904,0.1972
2024-06-20 23:00:00,,,,,,,,,66.11,7.9,170.421,0.1972
2024-06-21 00:00:00,,,,,,,,,90.54,7.9,171.364,0.1972
2024-06-21 01:00:00,,,,,,,,,169.95,7.9,171.197,0.1972
2024-06-21 02:00:00,,,,,,,,,292.42,7.9,172.37,0.1972
2024-06-21 03:00:00,,,,,,,,,263.17,22.618,172.555,0.1972
2024-06-21 04:00:00,,,,,,,,,202.05,16.482,171.536,0.1972
2024-06-21 05:00:00,,,,,,,,,254.43,37.204,172.537,0.1972
2024-06-21 06:00:00,,,,,,,,,243.87,71.072,171.8,0.1972
2024-06-21 07:00:00,,,,,,,,,231.07,81.891,175.275,0.1972
2024-06-21 08:00:00,,,,,,,,,202.2,95.345,173.094,0.1972
2024-06-21 09:00:00,,,,,,,,,148.06,82.394,135.404,0.1972
2024-06-21 10:00:00,,,,,,,,,129.28,72.104,29.791,0.1972
2024-06-21 11:00:00,,,,,,,,,136.1,102.261,29.593,0.1972
2024-06-21 12:00:00,,,,,,,,,129.99,102.153,29.206,0.1972
2024-06-21 13:00:00,,,,,,,,,159.37,108.013,27.936,0.1972
2024-06-21 14:00:00,,,,,,,,,172.02,130.6,26.943,0.1972
2024-06-21 15:00:00,,,,,,,,,194.8,137.267,54.3,0.1972
2024-06-21 16:00:00,,,,,,,,,37.24,169.095,139.652,0.1972
2024-06-21 17:00:00,,,,,,,,,4.4,143.104,137.248,0.1972
2024-06-21 18:00:00,,,,,,,,,4.4,111.978,124.672,0.1972
2024-06-21 19:00:00,,,,,,,,,4.4,84.131,143.64,0.1972
2024-06-21 20:00:00,,,,,,,,,4.4,29.822,144.986,0.1972
2024-06-21 21:00:00,0.5,,,,,,,0.1,4.38,7.9,147.254,0.1972
2024-06-21 22:00:00,,,,,,,,,4.36,7.9,144.886,0.1972
2024-06-21 23:00:00,,,,,,,,,276.02,7.9,143.763,0.1972
2024-06-22 00:00:00,,,,,,,,,391.82,7.9,140.129,0.1972
2024-06-22 01:00:00,,,,,,,,,393.25,46.283,144.732,0.1972
2024-06-22 02:00:00,,,,,,,,,367.9,144.124,143.978,0.1972
2024-06-22 03:00:00,,,,,,,,,253.1,214.607,144.321,0.1972
2024-06-22 04:00:00,,,,,,,,,199.49,265.496,142.445,0.1972
2024-06-22 05:00:00,,,,,,,,,238.87,307.496,142.978,0.1972
