Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2015-03-08 12:00:00,,,,,,,,,15.2,10.112,13.567,0.1653
2015-03-08 13:00:00,,,,,,,,,7.86,10.137,13.567,0.1653
2015-03-08 14:00:00,,,,,,,,,7.86,10.137,13.567,0.1653
2015-03-08 15:00:00,,,,,,,,,7.86,13.517,13.418,0.1653
2015-03-08 16:00:00,,,,,,,,,7.86,13.493,13.418,0.1653
2015-03-08 17:00:00,,,,,,,,,7.86,13.517,13.567,0.1653
2015-03-08 18:00:00,,,,,,,,,64.2,12.834,29.741,0.1653
2015-03-08 19:00:00,,,,,,,,,33.4,27.758,224.784,0.1653
2015-03-08 20:00:00,,,,,,,,,156.2,48.487,340.709,0.1653
2015-03-08 21:00:00,,,,,,,,,192.8,60.785,26.38,0.1653
2015-03-08 22:00:00,,,,,,,,,81.7,87.823,13.418,0.1653
2015-03-08 23:00:00,,,,,,,,,10.5,84.418,13.418,0.1653
2015-03-09 00:00:00,,,,,,,,,7.79,85.076,13.418,0.1653
2015-03-09 01:00:00,,,,,,,,,7.79,70.127,13.418,0.1653
2015-03-09 02:00:00,,,,,,,,,7.79,46.02,13.567,0.1653
2015-03-09 03:00:00,,,,,,,,,7.79,33.746,13.567,0.1653
2015-03-09 04:00:00,,,,,,,,,7.79,7.9,13.567,0.1653
2015-03-09 05:00:00,,,,,,,,,7.79,10.138,13.567,0.1653
2015-03-09 06:00:00,,,,,,,,,7.79,10.163,13.567,0.1653
2015-03-09 07:00:00,,,,,,,,,7.79,10.188,13.567,0.1653
2015-03-09 08:00:00,,,,,,,,,7.79,13.517,13.269,0.1653
2015-03-09 09:00:00,,,,,,,,,7.79,13.517,13.567,0.1653
2015-03-09 10:00:00,,,,,,,,,7.79,10.087,13.269,0.1653
2015-03-09 11:00:00,,,,,,,,,10.5,10.062,13.418,0.1653
2015-03-09 12:00:00,,,,,,,,,8.99,10.038,13.418,0.1653
2015-03-09 13:00:00,,,,,,,,,7.86,9.988,13.269,0.1653
2015-03-09 14:00:00,,,,,,,,,7.79,9.988,13.269,0.1653
2015-03-09 15:00:00,,,,,,,,,7.79,7.9,16.102,0.1653
2015-03-09 16:00:00,,,,,,,,,7.79,10.76,15.356,0.1653
2015-03-09 17:00:00,,,,,,,,,8.99,7.9,13.716,0.1653
2015-03-09 18:00:00,,,,,,,,,37.8,7.9,13.567,0.1653
2015-03-09 19:00:00,,,,,,,,,46.5,7.9,13.567,0.1653
2015-03-09 20:00:00,,,,,,,,,175.6,35.26,139.252,0.1653
2015-03-09 21:00:00,,,,,,,,,153.7,41.597,13.567,0.1653
2015-03-09 22:00:00,,,,,,,,,49.1,71.716,13.567,0.1653
2015-03-09 23:00:00,,,,,,,,,8.77,58.172,13.567,0.1653
2015-03-10 00:00:00,,,,,,,,,7.79,71.691,13.567,0.1653
2015-03-10 01:00:00,,,,,,,,,7.79,61.553,13.567,0.1653
2015-03-10 02:00:00,,,,,,,,,7.79,33.747,12.971,0.1653
2015-03-10 03:00:00,,,,,,,,,7.79,33.571,12.524,0.1653
2015-03-10 04:00:00,,,,,,,,,7.79,7.9,13.418,0.1653
2015-03-10 05:00:00,,,,,,,,,7.79,20.004,13.418,0.1653
2015-03-10 06:00:00,,,,,,,,,7.79,7.9,13.418,0.1653
2015-03-10 07:00:00,,,,,,,,,7.79,13.194,13.418,0.1653
2015-03-10 08:00:00,,,,,,,,,7.79,13.294,13.567,0.1653
2015-03-10 09:00:00,,,,,,,,,7.79,10.089,13.567,0.1653
2015-03-10 10:00:00,,,,,,,,,7.79,10.735,17.295,0.1653
2015-03-10 11:00:00,,,,,,,,,7.79,7.9,13.567,0.1653
2015-03-10 12:00:00,,,,,,,,,7.79,7.9,13.567,0.1653
2015-03-10 13:00:00,,,,,,,,,7.79,10.783,13.418,0.1653
2015-03-10 14:00:00,,,,,,,,,7.79,10.709,13.12,0.1653
