Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2023-11-05 12:00:00,,,,,,,,,0.75,101.035,23.879,0.1319
2023-11-05 13:00:00,,,,,,,,,2.17,63.6,22.677,0.1319
2023-11-05 14:00:00,,,,,,,,,3.69,39.781,22.52,0.1319
2023-11-05 15:00:00,,,,,,,,,3.51,23.075,23.143,0.1319
2023-11-05 16:00:00,,,,,,,,,18.6,16.375,23.108,0.1319
2023-11-05 17:00:00,,,,,,,,,156.46,16.524,23.816,0.1319
2023-11-05 18:00:00,,,,0.5,,,,0.1,205.5,42.993,102.69,0.1319
2023-11-05 19:00:00,,,,,,,,,298.25,87.31,328.579,0.1319
2023-11-05 20:00:00,,,,,,,,,308.02,123.756,341.196,0.1319
2023-11-05 21:00:00,,,,,,,,,270.78,170.638,344.437,0.1319
2023-11-05 22:00:00,,,,,,,,,209.6,203.862,344.118,0.1319
2023-11-05 23:00:00,,,,,,,,,206.54,240.636,346.118,0.1319
2023-11-06 00:00:00,,,,,,,,,134.13,245.17,250.457,0.1319
2023-11-06 01:00:00,,,,,,,,,311.45,238.15,246.459,0.1319
2023-11-06 02:00:00,,,,,,,,,294.86,265.847,23.491,0.1319
2023-11-06 03:00:00,,,,,,,,,171.17,259.139,22.524,0.1319
2023-11-06 04:00:00,,,,,,,,,129.9,225.898,23.009,0.1319
2023-11-06 05:00:00,,,,,,,,,146.5,219.288,22.577,0.1319
2023-11-06 06:00:00,,,,,,,,,89.76,208.228,21.868,0.1319
2023-11-06 07:00:00,,,,,,,,,242.0,171.049,23.386,0.1319
2023-11-06 08:00:00,,,,,,,,,281.99,161.177,23.974,0.1319
2023-11-06 09:00:00,,,,,,,,,118.04,154.718,24.047,0.1319
2023-11-06 10:00:00,,,,,,,,,94.84,154.656,22.639,0.1319
2023-11-06 11:00:00,,,,,,,,,3.14,144.89,5.916,0.1319
2023-11-06 12:00:00,,,,,,,,,3.15,124.961,23.966,0.1319
2023-11-06 13:00:00,,0.5,,,,,,0.1,3.12,108.388,24.235,0.1319
2023-11-06 14:00:00,,,,,,,,,3.12,70.733,22.208,0.1319
2023-11-06 15:00:00,,,,,,,,,3.12,30.535,24.248,0.1319
2023-11-06 16:00:00,0.5,,,,,,,0.1,17.93,23.846,22.504,0.1319
2023-11-06 17:00:00,,,,,,,,,140.59,20.009,23.174,0.1319
