Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2014-10-18 07:00:00,,,,,,,,,9.65,13.294,13.269,0.1331
2014-10-18 08:00:00,,,,,,,,,19.1,13.294,13.269,0.1331
2014-10-18 09:00:00,,,,,,,,,52.9,23.432,13.269,0.1331
2014-10-18 10:00:00,,,,,,,,,26.3,24.538,80.885,0.1331
2014-10-18 11:00:00,,,,,,,,,38.3,48.388,196.918,0.1331
2014-10-18 12:00:00,,,,,,,,,11.9,47.104,185.567,0.1331
2014-10-18 13:00:00,,,,,,,,,10.2,43.771,13.269,0.1331
2014-10-18 14:00:00,,,,,,,,,10.1,53.77,13.269,0.1331
2014-10-18 15:00:00,,,,,,,,,22.5,36.915,12.971,0.1331
2014-10-18 16:00:00,,,,,,,,,22.5,45.784,13.269,0.1331
2014-10-18 17:00:00,,,,,,,,,100.4,25.244,13.12,0.1331
2014-10-18 18:00:00,,,,,,,,,152.7,42.608,129.754,0.1331
2014-10-18 19:00:00,,,,,,,,,257.3,81.742,208.072,0.1331
2014-10-18 20:00:00,,,,,,,,,197.3,115.938,358.442,0.1331
2014-10-18 21:00:00,,,,,,,,,184.6,128.46,230.323,0.1331
2014-10-18 22:00:00,,,,,,,,,173.2,176.988,222.5,0.1331
2014-10-18 23:00:00,,,,,,,,,131.9,181.436,222.02,0.1331
2014-10-19 00:00:00,,,,,,,,,63.5,189.263,136.441,0.1331
2014-10-19 01:00:00,,,,,,,,,66.7,153.462,13.269,0.1331
2014-10-19 02:00:00,,,,,,,,,5.48,109.242,13.12,0.1331
2014-10-19 03:00:00,,,,,,,,,5.46,103.412,13.12,0.1331
2014-10-19 04:00:00,,,,,,,,,5.5,41.504,13.269,0.1331
2014-10-19 05:00:00,,,,,,,,,5.47,33.748,13.269,0.1331
2014-10-19 06:00:00,,,,,,,,,5.45,9.841,13.269,0.1331
2014-10-19 07:00:00,,,,,,,,,5.44,9.816,13.12,0.1331
2014-10-19 08:00:00,,,,,,,,,84.1,9.841,13.269,0.1331
2014-10-19 09:00:00,,,,,,,,,139.9,30.142,13.269,0.1331
2014-10-19 10:00:00,,,,,,,,,174.3,46.943,12.971,0.1331
2014-10-19 11:00:00,,,,,,,,,98.3,66.919,13.12,0.1331
2014-10-19 12:00:00,,,,,,,,,71.3,80.298,13.269,0.1331
2014-10-19 13:00:00,,,,,,,,,52.8,83.703,13.269,0.1331
2014-10-19 14:00:00,,,,,,,,,42.6,93.841,13.269,0.1331
2014-10-19 15:00:00,,,,,,,,,42.5,76.945,13.269,0.1331
2014-10-19 16:00:00,,,,,,,,,49.9,66.901,13.269,0.1331
2014-10-19 17:00:00,,,,,,,,,58.5,53.685,13.269,0.1331
2014-10-19 18:00:00,,,,,,,,,103.7,50.445,13.269,0.1331
2014-10-19 19:00:00,,,,,,,,,116.4,60.584,13.269,0.1331
2014-10-19 20:00:00,,,,,,,,,138.8,80.862,13.269,0.1331
2014-10-19 21:00:00,,,,,,,,,63.7,77.457,13.12,0.1331
2014-10-19 22:00:00,,,,,,,,,80.1,84.242,13.418,0.1331
2014-10-19 23:00:00,,,,,,,,,32.9,91.001,13.269,0.1331
2014-10-20 00:00:00,,,,,,,,,10.4,74.128,13.418,0.1331
2014-10-20 01:00:00,,,,,,,,,10.5,63.697,72.355,0.1331
2014-10-20 02:00:00,,,,,,,,,112.3,53.739,136.022,0.1331
2014-10-20 03:00:00,,,,,,,,,140.4,59.803,110.334,0.1331
2014-10-20 04:00:00,,,,,,,,,136.6,79.055,108.648,0.1331
2014-10-20 05:00:00,,,,,,,,,149.5,84.81,108.638,0.1331
2014-10-20 06:00:00,,,,,,,,,196.6,107.422,108.535,0.1331
2014-10-20 07:00:00,,,,,,,,,269.3,142.191,199.855,0.1331
2014-10-20 08:00:00,,,,,,,,,238.3,173.052,321.189,0.1331
2014-10-20 09:00:00,,,,,,,,,255.9,184.382,320.255,0.1331
2014-10-20 10:00:00,,,,,,,,,273.7,208.622,314.93,0.1331
2014-10-20 11:00:00,,,,,,,,,273.1,239.537,314.404,0.1331
2014-10-20 12:00:00,,,,,,,,,275.8,263.556,313.477,0.1331
2014-10-20 13:00:00,,,,,,,,,206.4,275.681,313.161,0.1331
2014-10-20 14:00:00,,,,,,,,,182.2,254.267,314.378,0.1331
2014-10-20 15:00:00,,,,,,,,,211.0,265.738,307.965,0.1331
2014-10-20 16:00:00,1.0,,,,,,,0.1,232.5,254.489,369.107,0.1331
2014-10-20 17:00:00,,,,4.5,,,0.5,0.7,263.2,250.81,433.162,0.1331
2014-10-20 18:00:00,,,,1.0,,,,0.1,283.2,250.766,453.49,0.1331
2014-10-20 19:00:00,,,,0.5,,,,0.1,269.3,250.782,455.198,0.1331
2014-10-20 20:00:00,,,,,,,,,233.3,271.039,456.197,0.1331
2014-10-20 21:00:00,,,,,,,,,252.5,280.188,464.256,0.1331
2014-10-20 22:00:00,,,,,,,,,267.7,283.137,467.902,0.1331
2014-10-20 23:00:00,,,,,,,,,253.3,283.769,436.68,0.1331
2014-10-21 00:00:00,,,,,,,,,238.9,276.148,246.656,0.1331
2014-10-21 01:00:00,,,,,,,,,230.8,269.055,230.699,0.1331
2014-10-21 02:00:00,,,,,,,,,180.6,248.368,230.129,0.1331
2014-10-21 03:00:00,,,,,,,,,177.4,239.882,230.282,0.1331
2014-10-21 04:00:00,,,,,,,,,167.9,230.736,230.524,0.1331
2014-10-21 05:00:00,,,,,,,,,154.9,209.633,230.06,0.1331
2014-10-21 06:00:00,,,,,,,,,169.9,203.325,229.646,0.1331
2014-10-21 07:00:00,,,,,,,,,211.8,193.078,229.493,0.1331
2014-10-21 08:00:00,,,,,,,,,269.7,196.132,228.73,0.1331
2014-10-21 09:00:00,,,,,,,,,262.3,213.548,355.609,0.1331
2014-10-21 10:00:00,,,,,,,,,260.1,223.216,430.48,0.1331
2014-10-21 11:00:00,,,,,,,,,274.8,245.413,444.634,0.1331
2014-10-21 12:00:00,,,,,,,,,247.0,257.656,445.042,0.1331
2014-10-21 13:00:00,,,,,,,,,287.8,270.539,448.185,0.1331
2014-10-21 14:00:00,,,,,,,,,363.0,290.489,448.155,0.1331
2014-10-21 15:00:00,,,,0.5,7.5,,,1.1,363.7,303.053,450.711,0.1331
2014-10-21 16:00:00,,,0.5,,1.5,,1.0,0.4,362.6,317.003,453.345,0.1331
2014-10-21 17:00:00,1.5,,3.0,,2.5,,13.5,2.9,363.2,332.333,455.499,0.1331
2014-10-21 18:00:00,0.5,,11.5,,,,8.5,2.9,374.0,356.135,445.917,0.1331
2014-10-21 19:00:00,5.0,8.5,0.5,4.5,9.0,,,3.9,176.9,374.009,434.317,0.1331
2014-10-21 20:00:00,5.0,1.5,0.5,1.5,,,,1.2,176.9,381.155,431.867,0.1331
2014-10-21 21:00:00,,,,,1.5,,,0.2,176.8,384.532,430.975,0.1331
2014-10-21 22:00:00,,,,,,,,,246.7,384.317,431.773,0.1331
2014-10-21 23:00:00,,,,,,,,,237.6,370.058,430.786,0.1331
2014-10-22 00:00:00,,,,,,,,,227.3,346.45,324.535,0.1331
