Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2024-10-13 10:00:00,,,,,,,,,6.63,130.49,108.577,0.1331
2024-10-13 11:00:00,,,,,,,,,5.5,118.424,108.853,0.1331
2024-10-13 12:00:00,,,,,,,,,5.35,87.268,109.628,0.1331
2024-10-13 13:00:00,,,,,,,,,5.32,79.657,109.294,0.1331
2024-10-13 14:00:00,,,,,,,,,5.37,55.689,109.576,0.1331
2024-10-13 15:00:00,,,,,,,,,5.34,32.271,111.306,0.1331
2024-10-13 16:00:00,2.5,,,,,,,0.4,5.35,32.776,111.614,0.1331
2024-10-13 17:00:00,,,,,,,,,105.45,21.87,185.363,0.1331
2024-10-13 18:00:00,,,,,,,,,292.42,29.547,196.517,0.1331
2024-10-13 19:00:00,,,,,,,,,342.79,84.436,196.408,0.1331
2024-10-13 20:00:00,,,,,,,,,265.17,132.402,195.15,0.1331
2024-10-13 21:00:00,,,,,,,,,277.46,173.308,195.356,0.1331
2024-10-13 22:00:00,,,,,,,,,305.9,221.146,196.139,0.1331
2024-10-13 23:00:00,,,,,,,,,351.78,276.481,195.144,0.1331
2024-10-14 00:00:00,,,,,,,,,255.28,323.067,192.43,0.1331
2024-10-14 01:00:00,,,,,,,,,117.76,308.778,191.786,0.1331
2024-10-14 02:00:00,,,,,,,,,123.04,274.303,191.077,0.1331
2024-10-14 03:00:00,,,,,,,,,123.12,253.44,191.839,0.1331
2024-10-14 04:00:00,,,,,,,,,106.13,228.964,190.951,0.1331
2024-10-14 05:00:00,,,,,,,,,49.39,194.762,190.489,0.1331
2024-10-14 06:00:00,,,,,,2.0,3.0,0.7,107.37,147.823,192.187,0.1331
2024-10-14 07:00:00,,,,,,0.5,,0.1,147.79,124.681,194.315,0.1331
2024-10-14 08:00:00,,,,,,,,,124.19,129.029,196.892,0.1331
2024-10-14 09:00:00,,,,,,,,,35.28,137.707,122.243,0.1331
2024-10-14 10:00:00,,,,,,,,,5.59,106.695,25.161,0.1331
2024-10-14 11:00:00,,,,,,,,,5.59,92.818,26.111,0.1331
2024-10-14 12:00:00,,,,,,,,,5.59,92.179,28.351,0.1331
2024-10-14 13:00:00,,,,,,,,,5.59,71.401,29.646,0.1331
2024-10-14 14:00:00,,,,,,,,,5.59,49.981,27.817,0.1331
2024-10-14 15:00:00,3.0,8.5,0.5,,4.5,,,2.4,5.59,20.326,25.431,0.1331
2024-10-14 16:00:00,,,,9.5,,,,1.4,5.59,27.819,130.95,0.1331
2024-10-14 17:00:00,,,,,,,,,5.59,21.503,190.993,0.1331
2024-10-14 18:00:00,0.5,,,12.5,0.5,,3.0,2.4,5.64,42.689,196.016,0.1331
2024-10-14 19:00:00,,,19.0,,,,,2.7,4.75,87.574,197.576,0.1331
2024-10-14 20:00:00,,1.0,,,,,,0.1,5.05,146.249,197.361,0.1331
2024-10-14 21:00:00,,,,,,,,,5.05,185.143,197.963,0.1331
2024-10-14 22:00:00,,,,,,,,,0.0,246.734,198.543,0.1331
2024-10-14 23:00:00,,,,,,,,,321.93,301.676,196.762,0.1331
2024-10-15 00:00:00,,,,,,,,,259.06,340.232,184.028,0.1331
2024-10-15 01:00:00,,,,,,,,,236.89,331.905,188.161,0.1331
2024-10-15 02:00:00,,,,,,,,,307.56,318.184,196.147,0.1331
2024-10-15 03:00:00,,,,,,,,,275.86,334.709,195.722,0.1331
2024-10-15 04:00:00,,,,,,,,,228.33,314.42,196.264,0.1331
2024-10-15 05:00:00,,,,,,,,,143.5,300.784,195.496,0.1331
2024-10-15 06:00:00,,,,,,,,,123.06,265.55,195.672,0.1331
2024-10-15 07:00:00,,,,,,,,,123.05,249.828,195.224,0.1331
2024-10-15 08:00:00,,,,,,,,,123.24,222.488,194.336,0.1331
2024-10-15 09:00:00,,,,,,,,,24.96,199.462,138.677,0.1331
2024-10-15 10:00:00,,,,,,,,,52.8,144.068,26.107,0.1331
2024-10-15 11:00:00,,,,,,,,,20.15,115.816,25.995,0.1331
2024-10-15 12:00:00,,,,,,,,,5.42,97.741,26.39,0.1331
2024-10-15 13:00:00,,,,,,,,,5.49,76.175,25.264,0.1331
2024-10-15 14:00:00,,,28.0,19.5,7.0,2.5,,8.1,5.45,61.668,26.181,0.1331
2024-10-15 15:00:00,17.5,1.0,29.5,5.5,10.0,10.0,9.5,11.9,5.49,42.857,25.81,0.1331
2024-10-15 16:00:00,1.5,1.0,0.5,0.5,1.0,4.5,,1.3,5.45,62.977,25.446,0.1331
2024-10-15 17:00:00,3.0,1.0,,0.5,0.5,0.5,,0.8,5.42,60.475,172.917,0.1331
2024-10-15 18:00:00,,0.5,,,,,,0.1,89.0,40.352,189.547,0.1331
2024-10-15 19:00:00,,,,,,,0.5,0.1,173.99,67.605,188.784,0.1331
2024-10-15 20:00:00,,,,,,,,,275.35,87.723,187.451,0.1331
2024-10-15 21:00:00,,,,,,,,,288.93,128.435,188.97,0.1331
2024-10-15 22:00:00,,,,,,,,,297.28,175.971,188.711,0.1331
2024-10-15 23:00:00,,,,,,,,,297.4,205.619,189.423,0.1331
2024-10-16 00:00:00,,,,,,,,,209.3,266.116,189.184,0.1331
2024-10-16 01:00:00,,,,,,,,,14.99,275.906,187.253,0.1331
2024-10-16 02:00:00,,,,,,,,,5.5,249.132,186.807,0.1331
2024-10-16 03:00:00,,,,,,,,,5.41,208.519,188.07,0.1331
2024-10-16 04:00:00,,,,,,,,,5.41,161.081,187.966,0.1331
2024-10-16 05:00:00,,,,,,,,,5.38,122.005,157.194,0.1331
2024-10-16 06:00:00,,,,,,,,,5.36,72.412,133.303,0.1331
2024-10-16 07:00:00,,,,,,,,,5.4,39.841,133.209,0.1331
2024-10-16 08:00:00,,,0.5,,,,,0.1,5.4,44.055,133.203,0.1331
2024-10-16 09:00:00,,,,,,,,,5.37,38.012,71.249,0.1331
2024-10-16 10:00:00,,,,,,,,,5.35,21.009,25.115,0.1331
2024-10-16 11:00:00,,,,,,,,,5.4,26.222,26.254,0.1331
2024-10-16 12:00:00,,,,,,,,,5.4,31.876,25.284,0.1331
2024-10-16 13:00:00,,,,,,10.5,,1.5,5.46,24.266,26.706,0.1331
