Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2023-08-19 14:00:00,,,,,,,,,3.74,80.274,8.85,0.1599
2023-08-19 15:00:00,,,,,,,,,3.74,82.428,156.715,0.1599
2023-08-19 16:00:00,,,,,,,,,89.33,63.034,147.465,0.1599
2023-08-19 17:00:00,,,,,,,,,172.73,78.51,5.916,0.1599
2023-08-19 18:00:00,,,,,,,,,172.82,107.396,57.572,0.1599
2023-08-19 19:00:00,,,,,,,,,172.8,138.254,28.841,0.1599
2023-08-19 20:00:00,,,,,,,,,195.89,156.21,14.922,0.1599
2023-08-19 21:00:00,,,,,,,,,175.38,175.504,110.251,0.1599
2023-08-19 22:00:00,,,,,,,,,173.1,197.487,157.692,0.1599
2023-08-19 23:00:00,,,,,,,,,173.21,219.838,138.921,0.1599
2023-08-20 00:00:00,,,,,,,,,173.45,237.022,122.334,0.1599
2023-08-20 01:00:00,,,,,,,,,172.83,232.618,43.258,0.1599
2023-08-20 02:00:00,,,,,,,,,172.85,249.747,117.693,0.1599
2023-08-20 03:00:00,,,,,,,,,172.97,245.225,123.678,0.1599
2023-08-20 04:00:00,,,,,,,,,173.55,238.148,115.228,0.1599
2023-08-20 05:00:00,,,,,,,,,204.67,247.598,154.782,0.1599
2023-08-20 06:00:00,,,,,,,,,233.76,242.302,88.344,0.1599
2023-08-20 07:00:00,,,,,,,,,238.2,270.15,131.449,0.1599
2023-08-20 08:00:00,,,,,,,,,156.01,279.454,133.246,0.1599
2023-08-20 09:00:00,,,,,,,,,3.74,248.012,137.799,0.1599
2023-08-20 10:00:00,,,,,,,,,3.74,247.619,153.432,0.1599
2023-08-20 11:00:00,,,,,,,,,3.74,189.011,5.916,0.1599
2023-08-20 12:00:00,,,,,,,,,3.74,155.345,8.006,0.1599
2023-08-20 13:00:00,,,,,,,,,3.74,102.512,14.735,0.1599
2023-08-20 14:00:00,,,,,,,,,3.74,65.627,114.43,0.1599
2023-08-20 15:00:00,,,1.0,4.5,9.0,3.0,,2.5,3.74,63.923,5.916,0.1599
2023-08-20 16:00:00,2.0,,15.5,24.5,,7.5,0.5,7.1,53.37,41.934,122.878,0.1599
2023-08-20 17:00:00,0.5,,,0.5,,0.5,,0.2,258.12,106.545,150.245,0.1599
2023-08-20 18:00:00,,,,,,,,,233.27,144.102,233.347,0.1599
2023-08-20 19:00:00,,,,,,,0.5,0.1,199.87,188.672,424.103,0.1599
2023-08-20 20:00:00,,,,,,,,,257.22,245.099,513.826,0.1599
2023-08-20 21:00:00,,,,,,,,,257.79,287.579,503.019,0.1599
2023-08-20 22:00:00,,,,,,,,,257.26,337.175,520.18,0.1599
2023-08-20 23:00:00,,,,,,,,,257.55,345.807,526.48,0.1599
2023-08-21 00:00:00,,,,,,,,,257.62,344.558,469.184,0.1599
2023-08-21 01:00:00,,,,,,,,,253.79,363.44,557.672,0.1599
2023-08-21 02:00:00,,,,,,,,,283.64,367.054,515.239,0.1599
2023-08-21 03:00:00,,,,,,,,,395.79,373.406,501.679,0.1599
2023-08-21 04:00:00,,,,,,,,,396.13,393.424,520.287,0.1599
2023-08-21 05:00:00,,,,,,,,,351.45,403.276,504.484,0.1599
2023-08-21 06:00:00,,,,,,,,,343.0,425.184,518.418,0.1599
2023-08-21 07:00:00,,,,,,,,,342.99,420.29,245.52,0.1599
2023-08-21 08:00:00,,,,,,,,,299.95,389.267,106.043,0.1599
2023-08-21 09:00:00,,,,,,,,,34.48,357.171,106.335,0.1599
2023-08-21 10:00:00,,,,,,,,,3.74,274.585,105.881,0.1599
2023-08-21 11:00:00,,,,,,,,,3.74,194.688,106.205,0.1599
2023-08-21 12:00:00,,,,,,,,,117.42,146.029,105.908,0.1599
2023-08-21 13:00:00,,,,1.0,,,,0.1,195.01,124.809,379.032,0.1599
2023-08-21 14:00:00,,2.0,,0.5,,7.5,3.0,1.9,257.53,166.62,538.853,0.1599
2023-08-21 15:00:00,,,1.0,,,36.5,8.5,6.6,251.0,186.832,490.661,0.1599
2023-08-21 16:00:00,,,2.0,1.0,,1.0,4.0,1.1,258.53,244.232,531.398,0.1599
2023-08-21 17:00:00,,,0.5,0.5,,,,0.1,244.71,310.967,384.956,0.1599
2023-08-21 18:00:00,,,,,,,,,185.46,310.894,227.131,0.1599
2023-08-21 19:00:00,,,,,,,,,185.48,321.7,181.926,0.1599
2023-08-21 20:00:00,,,,,,,,,166.16,270.326,190.607,0.1599
2023-08-21 21:00:00,,,,,,,,,19.84,245.215,198.606,0.1599
