Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2023-08-30 21:00:00,0.5,,,0.5,,,,0.1,132.68,181.874,253.266,0.1599
2023-08-30 22:00:00,,,,,,,4.5,0.6,147.46,182.78,254.684,0.1599
2023-08-30 23:00:00,,,,,,0.5,,0.1,83.89,203.546,253.747,0.1599
2023-08-31 00:00:00,,,,,0.5,,,0.1,53.38,174.928,253.832,0.1599
2023-08-31 01:00:00,,0.5,0.5,0.5,,,,0.2,172.74,164.773,254.65,0.1599
2023-08-31 02:00:00,,,0.5,0.5,,,,0.1,172.25,155.696,228.994,0.1599
2023-08-31 03:00:00,,,,,,,,,172.39,141.137,5.916,0.1599
2023-08-31 04:00:00,,,,,,,,,172.37,153.657,5.916,0.1599
2023-08-31 05:00:00,,,,,,,,,172.88,146.147,5.916,0.1599
2023-08-31 06:00:00,,,,,,,,,173.28,152.144,5.916,0.1599
2023-08-31 07:00:00,,,,,,,,,173.15,161.06,5.916,0.1599
2023-08-31 08:00:00,,,,,,,,,129.62,164.295,5.916,0.1599
2023-08-31 09:00:00,,,,,,,,,3.74,137.629,5.916,0.1599
2023-08-31 10:00:00,,,,,,,,,3.74,124.157,5.916,0.1599
2023-08-31 11:00:00,,,,,,,,,3.74,97.166,5.916,0.1599
2023-08-31 12:00:00,,,,,,,,,3.74,76.842,5.916,0.1599
2023-08-31 13:00:00,,,,,,,,,3.74,53.137,5.916,0.1599
2023-08-31 14:00:00,,,,,,,,,3.74,22.722,5.916,0.1599
2023-08-31 15:00:00,,2.5,,,,,,0.4,3.74,26.055,5.916,0.1599
2023-08-31 16:00:00,,8.5,1.0,,,,,1.4,3.74,9.25,5.916,0.1599
2023-08-31 17:00:00,,,1.5,,0.5,1.0,,0.4,3.74,23.91,134.152,0.1599
2023-08-31 18:00:00,,,0.5,6.0,,,,0.9,3.74,40.58,348.99,0.1599
2023-08-31 19:00:00,1.0,,,,,,,0.1,3.74,39.321,423.924,0.1599
2023-08-31 20:00:00,,,,,,,,,16.18,48.646,183.538,0.1599
2023-08-31 21:00:00,,,,,,,,,3.74,45.313,5.916,0.1599
2023-08-31 22:00:00,,,,,,,,,3.74,48.646,5.916,0.1599
2023-08-31 23:00:00,,,,,,,,,3.74,40.7,5.916,0.1599
2023-09-01 00:00:00,,,,,,,,,3.74,24.076,5.916,0.1361
2023-09-01 01:00:00,,,,,,,,,3.74,25.38,5.916,0.1361
2023-09-01 02:00:00,,,,,,,,,3.74,12.676,5.916,0.1361
2023-09-01 03:00:00,,,,,,,,,3.74,19.435,5.916,0.1361
2023-09-01 04:00:00,,,,,,,,,3.74,16.055,5.916,0.1361
2023-09-01 05:00:00,,,,,,,2.0,0.3,3.74,22.814,5.916,0.1361
2023-09-01 06:00:00,4.5,5.0,2.0,1.0,4.0,2.0,6.0,3.5,3.74,16.054,5.916,0.1361
2023-09-01 07:00:00,3.5,5.0,,,7.5,0.5,,2.4,3.74,19.434,5.916,0.1361
2023-09-01 08:00:00,0.5,0.5,,,,,0.5,0.2,3.74,22.813,5.916,0.1361
2023-09-01 09:00:00,,,,,0.5,,,0.1,3.74,16.054,5.916,0.1361
2023-09-01 10:00:00,,,,,,,,,3.74,19.434,5.916,0.1361
2023-09-01 11:00:00,,,2.0,,,,7.5,1.4,3.74,16.055,5.916,0.1361
2023-09-01 12:00:00,,,,,,2.0,,0.3,3.74,16.056,5.916,0.1361
2023-09-01 13:00:00,,,,0.5,,,,0.1,3.74,12.676,5.916,0.1361
2023-09-01 14:00:00,,,,,,,,,3.74,16.055,5.916,0.1361
2023-09-01 15:00:00,,,,,,,,,3.74,16.055,5.916,0.1361
2023-09-01 16:00:00,,,,,,,,,3.74,16.055,5.916,0.1361
2023-09-01 17:00:00,,,,,,,,,3.74,12.674,5.916,0.1361
2023-09-01 18:00:00,,,,,,,,,3.74,16.055,5.916,0.1361
2023-09-01 19:00:00,,,,,,,,,3.74,12.676,5.916,0.1361
2023-09-01 20:00:00,,,,,,,,,3.74,9.297,5.916,0.1361
2023-09-01 21:00:00,,,,,,,,,3.74,9.297,5.916,0.1361
2023-09-01 22:00:00,,,,,,,,,3.74,12.676,5.916,0.1361
2023-09-01 23:00:00,,,,,,,,,3.74,12.676,5.916,0.1361
2023-09-02 00:00:00,,,,,,,,,3.74,9.295,5.916,0.1361
2023-09-02 01:00:00,,,,,,,,,3.74,9.295,5.916,0.1361
2023-09-02 02:00:00,,,,,,,,,3.74,9.295,5.916,0.1361
2023-09-02 03:00:00,,,,,,,,,3.74,9.295,5.916,0.1361
