Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2015-05-06 11:00:00,,,,,,,,,173.5,58.3,14.909,0.2083
2015-05-06 12:00:00,,,,,,,,,123.7,65.041,14.76,0.2083
2015-05-06 13:00:00,,,,,,,,,190.8,72.257,37.929,0.2083
2015-05-06 14:00:00,,,,,,,,,216.3,111.928,232.505,0.2083
2015-05-06 15:00:00,,,,,,,,,180.9,132.036,257.079,0.2083
2015-05-06 16:00:00,,,,,,,,,204.4,175.845,257.054,0.2083
2015-05-06 17:00:00,,,,,,,,,125.1,182.709,256.923,0.2083
2015-05-06 18:00:00,,,,,,,,,183.4,194.879,208.057,0.2083
2015-05-06 19:00:00,,,,,,,,,21.4,193.346,49.285,0.2083
2015-05-06 20:00:00,,,,,,,,,142.0,150.388,155.874,0.2083
2015-05-06 21:00:00,,,,,,,,,270.4,175.473,245.918,0.2083
2015-05-06 22:00:00,,,,,,,,,315.0,167.436,329.392,0.2083
2015-05-06 23:00:00,,,,,,,,,277.0,206.708,451.72,0.2083
2015-05-07 00:00:00,,,,,,,,,217.8,221.933,462.459,0.2083
2015-05-07 01:00:00,,,,,,,,,173.8,239.741,74.75,0.2083
2015-05-07 02:00:00,,,,,,,,,74.8,243.027,14.76,0.2083
2015-05-07 03:00:00,,,,,,,,,121.0,189.198,267.103,0.2083
2015-05-07 04:00:00,,,,,,,,,137.7,206.427,454.161,0.2083
2015-05-07 05:00:00,,,,,,,,,26.6,166.45,455.467,0.2083
2015-05-07 06:00:00,,,,,,,,,53.5,115.891,137.168,0.2083
2015-05-07 07:00:00,,,,,,,,,102.3,131.692,190.936,0.2083
2015-05-07 08:00:00,,,,,,,,,6.45,108.529,36.616,0.2083
2015-05-07 09:00:00,,,,,,,,,107.1,125.928,27.33,0.2083
2015-05-07 10:00:00,,,,,,,,,280.3,96.635,277.006,0.2083
2015-05-07 11:00:00,,,,,,,,,283.2,109.007,408.038,0.2083
2015-05-07 12:00:00,,,,,,,,,244.0,179.513,217.147,0.2083
2015-05-07 13:00:00,,,,,,,,,218.3,147.689,0.0,0.2083
2015-05-07 14:00:00,,,,,,,,,281.2,185.013,0.0,0.2083
2015-05-07 15:00:00,,,,,,,,,307.5,217.349,38.291,0.2083
2015-05-07 16:00:00,,,,,,,,,267.2,245.184,222.354,0.2083
2015-05-07 17:00:00,,,,,,,,,199.2,227.353,240.221,0.2083
2015-05-07 18:00:00,,,,,,,,,217.2,213.731,196.248,0.2083
2015-05-07 19:00:00,,,,,,,,,111.7,215.412,69.798,0.2083
2015-05-07 20:00:00,,,,,,,,,231.2,197.273,31.449,0.2083
2015-05-07 21:00:00,,,,,,,,,326.4,210.252,339.219,0.2083
2015-05-07 22:00:00,,,,,,,,,284.6,206.452,463.166,0.2083
2015-05-07 23:00:00,,,,,,,,,225.1,229.431,459.205,0.2083
2015-05-08 00:00:00,,,,,,,,,167.3,222.251,214.003,0.2083
2015-05-08 01:00:00,,,,,,,,,55.0,196.03,13.865,0.2083
2015-05-08 02:00:00,,,,,,,,,221.8,213.253,13.12,0.2083
2015-05-08 03:00:00,,,,,,,,,174.0,185.942,13.12,0.2083
2015-05-08 04:00:00,,,,,,,,,166.6,151.49,13.12,0.2083
2015-05-08 05:00:00,,,,,,,,,112.2,121.077,13.12,0.2083
2015-05-08 06:00:00,,,,,,,,,130.1,94.357,13.12,0.2083
2015-05-08 07:00:00,,,,,,,,,71.5,121.269,13.12,0.2083
2015-05-08 08:00:00,,,,,,,,,6.48,97.612,13.12,0.2083
2015-05-08 09:00:00,,,,,,,,,15.8,70.574,13.12,0.2083
2015-05-08 10:00:00,,,,,,,,,48.3,53.676,13.12,0.2083
2015-05-08 11:00:00,,,,,,,,,77.4,47.066,14.015,0.2083
2015-05-08 12:00:00,,,,,,,,,59.4,43.834,14.015,0.2083
2015-05-08 13:00:00,,,,,,,,,197.1,33.824,14.164,0.2083
2015-05-08 14:00:00,,,,,,,,,259.0,77.675,176.227,0.2083
2015-05-08 15:00:00,,,,,,,,,206.8,100.737,211.489,0.2083
2015-05-08 16:00:00,,,,,,,,,123.2,140.849,213.793,0.2083
