Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2014-07-15 01:00:00,,,,,,,,,151.5,128.63,188.905,0.1949
2014-07-15 02:00:00,,,,,,,,,127.6,154.651,188.65,0.1949
2014-07-15 03:00:00,,,,,,,,,77.2,151.569,27.548,0.1949
2014-07-15 04:00:00,,,,,,,,,6.16,124.85,12.225,0.1949
2014-07-15 05:00:00,,,,,,,,,3.81,109.22,12.375,0.1949
2014-07-15 06:00:00,,,,,,,,,3.81,80.322,12.225,0.1949
2014-07-15 07:00:00,,,,,,,,,30.7,50.9,12.375,0.1949
2014-07-15 08:00:00,,,,,,,,,53.5,24.83,12.225,0.1949
2014-07-15 09:00:00,,,,,,,,,103.2,22.346,12.375,0.1949
2014-07-15 10:00:00,,,,,,,,,111.3,35.936,12.375,0.1949
2014-07-15 11:00:00,,,,,,,,,157.9,49.428,12.225,0.1949
2014-07-15 12:00:00,,,,,,,,,49.5,69.707,12.225,0.1949
2014-07-15 13:00:00,,,,,,,,,3.81,66.327,12.375,0.1949
2014-07-15 14:00:00,,,,,,,,,3.81,66.377,12.524,0.1949
2014-07-15 15:00:00,,,,,,,,,3.81,59.665,12.375,0.1949
2014-07-15 16:00:00,,,,,,,,,3.81,42.767,12.375,0.1949
2014-07-15 17:00:00,,,,,,,,,3.81,29.274,12.375,0.1949
2014-07-15 18:00:00,,,1.0,,,2.5,,0.5,3.81,14.265,165.512,0.1949
2014-07-15 19:00:00,,,,,,1.5,,0.2,3.81,11.027,33.502,0.1949
2014-07-15 20:00:00,,,,,,,,,9.69,17.713,32.367,0.1949
2014-07-15 21:00:00,,,,,,,,,36.7,18.589,159.568,0.1949
2014-07-15 22:00:00,,,,,,,,,34.4,28.935,174.452,0.1949
2014-07-15 23:00:00,,,,,,,,,40.5,39.275,174.418,0.1949
2014-07-16 00:00:00,,,,,,,,,42.3,40.521,172.977,0.1949
2014-07-16 01:00:00,,,,,,,,,30.6,50.997,15.255,0.1949
2014-07-16 02:00:00,,,,,,,,,62.8,48.982,0.0,0.1949
2014-07-16 03:00:00,,,,,,,,,30.3,49.425,0.0,0.1949
2014-07-16 04:00:00,,,,,,,,,15.7,43.775,0.0,0.1949
2014-07-16 05:00:00,,,,,,,,,10.6,31.372,0.0,0.1949
2014-07-16 06:00:00,,,,,,,,,10.7,26.153,0.0,0.1949
2014-07-16 07:00:00,,,,,,,,,10.9,23.565,0.0,0.1949
2014-07-16 08:00:00,,,,,,,,,12.8,16.806,0.0,0.1949
2014-07-16 09:00:00,,,,,,,,,9.34,19.218,74.756,0.1949
2014-07-16 10:00:00,,,,,,,,,25.0,33.068,184.487,0.1949
2014-07-16 11:00:00,,,,,,,,,42.4,32.247,197.851,0.1949
2014-07-16 12:00:00,,,,,,,,,27.8,38.292,177.934,0.1949
2014-07-16 13:00:00,,,,,,,,,3.81,34.958,0.0,0.1949
2014-07-16 14:00:00,,,,,,,,,10.2,34.958,0.0,0.1949
2014-07-16 15:00:00,15.0,17.5,,,,1.5,1.0,5.0,3.81,32.546,0.0,0.1949
2014-07-16 16:00:00,,,,,,3.0,0.5,0.5,3.81,11.937,0.0,0.1949
2014-07-16 17:00:00,,,,,,,,,3.81,19.695,41.626,0.1949
2014-07-16 18:00:00,,,,,,,,,6.81,23.885,162.518,0.1949
2014-07-16 19:00:00,,,,,,,,,12.4,19.797,178.248,0.1949
2014-07-16 20:00:00,,,,,,,,,21.1,32.883,179.91,0.1949
2014-07-16 21:00:00,,,,,,,,,60.6,39.294,179.574,0.1949
2014-07-16 22:00:00,,,,,,,,,59.0,49.214,179.525,0.1949
2014-07-16 23:00:00,,,,,,,,,38.7,58.735,179.588,0.1949
2014-07-17 00:00:00,,,,,,,,,37.1,61.512,179.168,0.1949
2014-07-17 01:00:00,,,,,,,,,3.81,61.644,179.046,0.1949
2014-07-17 02:00:00,,,,,,,,,10.0,58.011,178.381,0.1949
2014-07-17 03:00:00,,,,,,,,,9.95,49.125,66.273,0.1949
2014-07-17 04:00:00,,,,,,,,,10.0,35.826,0.0,0.1949
2014-07-17 05:00:00,,,,,,,,,9.9,22.746,0.0,0.1949
2014-07-17 06:00:00,,,,,,,,,10.1,13.162,0.0,0.1949
2014-07-17 07:00:00,,,,,,,,,10.1,17.817,65.026,0.1949
2014-07-17 08:00:00,,,,,,,,,10.0,25.54,163.896,0.1949
2014-07-17 09:00:00,,,,,,,,,20.6,23.537,175.912,0.1949
2014-07-17 10:00:00,,,,,,,,,16.0,28.005,307.917,0.1949
2014-07-17 11:00:00,,,,,,,,,8.72,35.799,371.205,0.1949
2014-07-17 12:00:00,,,,,,,,,3.81,48.806,382.21,0.1949
2014-07-17 13:00:00,,,,,,,,,3.81,41.801,385.226,0.1949
