Time,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out,E0
2015-08-23 09:00:00,,,,,,,,,1.36,34.244,10.585,0.1599
2015-08-23 10:00:00,,,,,,,,,1.36,20.725,10.585,0.1599
2015-08-23 11:00:00,,,,,,,,,1.36,17.344,10.585,0.1599
2015-08-23 12:00:00,,,,,,,,,1.36,10.585,10.585,0.1599
2015-08-23 13:00:00,,,,,,,,,1.36,10.585,10.585,0.1599
2015-08-23 14:00:00,,,,,,,,,11.0,7.9,10.585,0.1599
2015-08-23 15:00:00,,,,,,,,,81.7,7.9,10.585,0.1599
2015-08-23 16:00:00,,,,,,,,,101.5,13.964,10.585,0.1599
2015-08-23 17:00:00,,,,,,,,,74.2,27.483,10.585,0.1599
2015-08-23 18:00:00,,,,,,,,,103.6,37.575,10.585,0.1599
2015-08-23 19:00:00,,,,,,,,,17.9,50.909,10.585,0.1599
2015-08-23 20:00:00,,,,,,,,,121.4,54.289,10.585,0.1599
2015-08-23 21:00:00,,,,,,,,,194.0,74.335,10.585,0.1599
2015-08-23 22:00:00,,,,,,,,,278.7,91.259,10.735,0.1599
2015-08-23 23:00:00,,,,,,,,,306.4,121.699,10.735,0.1599
2015-08-24 00:00:00,,,,,,,,,279.9,152.164,10.585,0.1599
2015-08-24 01:00:00,,,,,,,,,240.7,169.179,10.735,0.1599
2015-08-24 02:00:00,,,,,,,,,13.5,179.203,10.735,0.1599
2015-08-24 03:00:00,,,,,,,,,1.52,159.182,10.735,0.1599
2015-08-24 04:00:00,,,,,,,,,1.52,135.524,10.735,0.1599
2015-08-24 05:00:00,,,,,,,,,1.52,91.59,10.735,0.1599
2015-08-24 06:00:00,,,,,,,,,1.52,51.058,10.735,0.1599
2015-08-24 07:00:00,,,,,,,,,23.6,17.402,10.735,0.1599
2015-08-24 08:00:00,,,,,,,,,94.5,7.9,10.735,0.1599
2015-08-24 09:00:00,,,,,,,,,164.4,20.735,10.735,0.1599
2015-08-24 10:00:00,,,,,,,,,182.5,51.058,10.735,0.1599
2015-08-24 11:00:00,,,,,,,,,333.7,62.716,161.785,0.1599
2015-08-24 12:00:00,,,,,,,,,306.6,146.883,353.525,0.1599
2015-08-24 13:00:00,,,,,,,,,165.8,173.091,229.093,0.1599
2015-08-24 14:00:00,,,,,,,,,244.2,202.549,228.04,0.1599
2015-08-24 15:00:00,,,,,,,,,316.1,226.378,253.979,0.1599
2015-08-24 16:00:00,,,,,,,,,377.0,260.407,437.409,0.1599
2015-08-24 17:00:00,,,,,,,,,378.1,310.852,463.902,0.1599
2015-08-24 18:00:00,,,,,,,,,224.7,301.239,418.063,0.1599
2015-08-24 19:00:00,,,,,,,,,246.1,299.735,218.958,0.1599
2015-08-24 20:00:00,,,,,,,,,231.2,321.132,395.869,0.1599
2015-08-24 21:00:00,,,,,,,,,287.4,321.125,334.498,0.1599
2015-08-24 22:00:00,,,,,,,,,298.3,310.233,432.886,0.1599
2015-08-24 23:00:00,,,,,,,,,220.5,296.461,442.66,0.1599
2015-08-25 00:00:00,,,,,,,,,245.2,269.841,440.291,0.1599
2015-08-25 01:00:00,,,,,,,,,273.3,293.365,442.319,0.1599
2015-08-25 02:00:00,,,,,,,,,282.2,314.475,401.983,0.1599
2015-08-25 03:00:00,,,,,,,,,286.3,367.627,370.065,0.1599
2015-08-25 04:00:00,,,,,,,,,224.3,403.78,365.915,0.1599
2015-08-25 05:00:00,,,,,,,,,36.5,441.378,364.084,0.1599
2015-08-25 06:00:00,,,,,,,,,7.6,458.989,363.454,0.1599
2015-08-25 07:00:00,,,,,,,,,127.3,479.469,362.976,0.1599
2015-08-25 08:00:00,,,,,,,,,234.9,419.046,0.0,0.1599
2015-08-25 09:00:00,,,,,,,,,285.0,341.276,105.947,0.1599
2015-08-25 10:00:00,,,,,,,,,290.7,306.29,258.498,0.1599
2015-08-25 11:00:00,,,,,,,,,306.9,276.453,387.287,0.1599
2015-08-25 12:00:00,,,,,,,,,265.9,251.414,414.058,0.1599
2015-08-25 13:00:00,,,,,,,,,283.4,222.421,391.231,0.1599
2015-08-25 14:00:00,,,,,,,,,324.0,268.1,414.911,0.1599
2015-08-25 15:00:00,,,,,,,,,303.4,295.251,390.8,0.1599
2015-08-25 16:00:00,,,,,,,,,301.7,296.525,386.702,0.1599
2015-08-25 17:00:00,,,,,,,,,319.5,286.315,387.417,0.1599
2015-08-25 18:00:00,,,,,,,,,241.7,289.731,314.827,0.1599
2015-08-25 19:00:00,,,,,,,,,51.0,265.08,0.0,0.1599
2015-08-25 20:00:00,,,,,,,,,219.2,226.936,226.591,0.1599
2015-08-25 21:00:00,,,,,,,,,295.8,230.103,369.248,0.1599
2015-08-25 22:00:00,,,,,,,,,352.6,216.573,386.627,0.1599
2015-08-25 23:00:00,,,,,,,,,306.0,230.654,390.516,0.1599
2015-08-26 00:00:00,,,,,,,,,222.8,230.222,391.681,0.1599
2015-08-26 01:00:00,,,,,,,,,179.4,244.796,208.559,0.1599
2015-08-26 02:00:00,,,,,,,,,154.3,240.596,0.0,0.1599
2015-08-26 03:00:00,,,,,,,,,63.3,216.045,0.0,0.1599
2015-08-26 04:00:00,,,,,,,,,2.74,178.645,0.0,0.1599
2015-08-26 05:00:00,,,,,,,,,1.52,120.271,0.0,0.1599
2015-08-26 06:00:00,,,,,,,,,1.52,74.991,0.0,0.1599
2015-08-26 07:00:00,,,,,,,,,1.52,46.898,0.0,0.1599
2015-08-26 08:00:00,,,,,,,,,14.5,30.232,0.0,0.1599
2015-08-26 09:00:00,,,,,,,,,209.1,13.749,21.664,0.1599
2015-08-26 10:00:00,,,,,,,,,301.3,51.079,284.807,0.1599
2015-08-26 11:00:00,,,,,,,,,324.5,86.672,334.943,0.1599
2015-08-26 12:00:00,,,,,,,,,270.5,149.332,295.135,0.1599
2015-08-26 13:00:00,,,,,,,,,224.7,174.006,248.872,0.1599
2015-08-26 14:00:00,20.0,5.5,,,14.0,,,5.6,295.8,232.059,328.313,0.1599
2015-08-26 15:00:00,7.0,11.5,24.0,29.5,9.0,,0.5,11.6,282.1,265.484,302.219,0.1599
2015-08-26 16:00:00,,,,,,,,,273.8,270.435,334.238,0.1599
2015-08-26 17:00:00,,,,,,,,,259.7,273.401,151.632,0.1599
2015-08-26 18:00:00,,,,,,,,,224.5,236.144,11.033,0.1599
2015-08-26 19:00:00,,,,0.5,,,,0.1,3.65,236.991,11.182,0.1599
2015-08-26 20:00:00,0.5,0.5,0.5,0.5,0.5,,0.5,0.4,61.8,184.182,11.182,0.1599
2015-08-26 21:00:00,0.5,,,,,,,0.1,95.6,149.034,11.331,0.1599
2015-08-26 22:00:00,,,,,,,,,64.7,118.782,11.331,0.1599
2015-08-26 23:00:00,,,,,,,,,36.1,88.87,11.331,0.1599
2015-08-27 00:00:00,,,,,,,,,1.2,65.355,11.331,0.1599
2015-08-27 01:00:00,,,,,,,,,1.2,41.723,11.331,0.1599
2015-08-27 02:00:00,,,,,,,,,1.2,38.368,11.331,0.1599
2015-08-27 03:00:00,,,,,,,,,1.2,38.393,11.48,0.1599
2015-08-27 04:00:00,,,,,,,,,1.2,21.519,11.48,0.1599
2015-08-27 05:00:00,,,,,,,,,1.2,8.026,11.48,0.1599
2015-08-27 06:00:00,,,,,,,,,1.2,8.051,11.48,0.1599
2015-08-27 07:00:00,,,,,,,,,1.2,8.076,11.48,0.1599
2015-08-27 08:00:00,,,,,,,,,1.2,7.9,11.182,0.1599
