模型,B,C,WM,WUM,WLM,IM,SM,EX,K,KI,KG,CG,CI,CS,L,X,K_res,X_res,n,k_routing,x_routing
新安江模型2,0.3,0.2,150,23.87,60,0.02,30.92,1.12,1.2,0.2,0.37,0.998,0.85,0.72,1,0.27,4.88,0.14,5,5,0.14
