Time,avg_rain,GB_out,GZ_in,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,E0,Predicted,Observed
2025-05-14 09:00:00,0.0,158.66,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,7.782484716765583,5.916000000000001
2025-05-14 10:00:00,0.0,162.69,167.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,62.56821162673831,167.02699999999996
2025-05-14 11:00:00,0.1,170.16,86.472,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.208,137.33716799515486,86.472
2025-05-14 12:00:00,0.0,152.69,189.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,90.5344765470028,189.249
2025-05-14 13:00:00,0.0,155.94,125.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,150.81313308066132,125.36
2025-05-14 14:00:00,5.4,169.98,128.138,3.5,3.0,0.0,1.0,29.5,0.0,1.0,0.208,117.39001782381536,128.138
2025-05-14 15:00:00,11.6,261.19,269.805,3.5,19.5,9.5,3.0,14.5,13.0,18.5,0.208,144.73829566276075,269.805
2025-05-14 16:00:00,8.7,182.96,308.694,2.0,12.0,6.5,4.0,2.0,16.0,18.5,0.208,282.3972833082676,308.694
2025-05-14 17:00:00,0.4,6.54,86.472,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.208,340.9369062473774,86.472
2025-05-14 18:00:00,0.2,6.51,67.027,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.208,49.13487349650264,67.027
2025-05-14 19:00:00,0.0,6.54,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,91.58590234190227,5.916000000000001
2025-05-14 20:00:00,0.0,6.53,44.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,44.005106537282465,44.805
2025-05-14 21:00:00,0.0,6.49,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,55.84177914807201,5.916000000000001
2025-05-14 22:00:00,0.0,6.47,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,17.18192912656814,5.916000000000001
2025-05-14 23:00:00,0.0,6.46,28.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,12.073853503525259,28.138000000000005
2025-05-15 00:00:00,0.0,6.56,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,21.068662172064187,5.916000000000001
2025-05-15 01:00:00,0.0,6.5,25.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,10.270727204717696,25.36
2025-05-15 02:00:00,0.0,6.47,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,19.20165296508372,5.916000000000001
2025-05-15 03:00:00,0.0,6.46,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,8.976677594108509,5.916000000000001
2025-05-15 04:00:00,0.0,6.41,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,8.668639697179199,5.916000000000001
2025-05-15 05:00:00,0.0,6.38,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,6.925961741589011,5.916000000000001
2025-05-15 06:00:00,0.0,6.36,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,7.005531982898713,5.916000000000001
2025-05-15 07:00:00,0.0,6.42,5.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,5.945965874277056,5.916000000000001
