Time,avg_rain,GB_out,GZ_in,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,E0,Predicted,Observed
2015-05-09 10:00:00,0.0,42.7,14.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,19.88672691978142,14.164
2015-05-09 11:00:00,0.0,34.4,76.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,34.199159678965806,76.02
2015-05-09 12:00:00,0.0,35.4,109.986333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,56.4620868665576,109.986333333333
2015-05-09 13:00:00,0.0,13.6,143.952666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,83.45558058816195,143.952666666667
2015-05-09 14:00:00,8.7,199.4,177.919,32.0,16.0,5.5,6.0,0.0,0.5,1.0,0.208,99.99672700875998,177.919
2015-05-09 15:00:00,7.1,236.8,332.642,5.5,12.0,7.0,9.0,12.0,4.0,0.5,0.208,235.7516801134348,332.642
2015-05-09 16:00:00,0.8,169.6,257.134,0.0,2.5,0.0,0.0,0.0,3.0,0.0,0.208,420.39552417659763,257.134
2015-05-09 17:00:00,0.0,130.2,15.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,230.25531160545347,15.612
2015-05-09 18:00:00,0.0,268.9,350.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,67.06735581657291,350.817
2015-05-09 19:00:00,0.0,86.9,128.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,375.6191501545906,128.501
2015-05-09 20:00:00,0.0,231.7,35.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,90.6437543078661,35.934
2015-05-09 21:00:00,0.0,227.7,490.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,138.69790899980066,490.709
2015-05-09 22:00:00,0.0,261.6,125.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,382.8829622337818,125.449
2015-05-09 23:00:00,0.0,320.1,317.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,169.51409222292898,317.598
2015-05-10 00:00:00,0.0,202.2,308.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,314.9446943254471,308.077
2015-05-10 01:00:00,0.0,143.5,243.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,226.0998417443037,243.214
2015-05-10 02:00:00,0.0,77.5,178.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,199.58935348296166,178.351
2015-05-10 03:00:00,0.0,11.6,136.634666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,138.49237445902824,136.634666666667
2015-05-10 04:00:00,0.0,4.14,94.9183333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,106.63246714133025,94.9183333333334
2015-05-10 05:00:00,0.0,4.14,53.2020000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,93.81314012819529,53.2020000000001
2015-05-10 06:00:00,0.1,4.14,33.7575000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.208,66.35433371430636,33.7575000000001
2015-05-10 07:00:00,0.0,12.4,14.3130000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,54.500420757234096,14.3130000000001
