Time,avg_rain,GB_out,GZ_in,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,E0,Predicted,Observed
2010-08-11 07:00:00,0.0,4.59,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,10.854260215619579,8.55
2010-08-11 08:00:00,0.0,4.59,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,9.197109352972358,8.55
2010-08-11 09:00:00,0.0,115.1,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,9.290633341150357,8.55
2010-08-11 10:00:00,0.0,140.1,50.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,42.41088510721922,50.307
2010-08-11 11:00:00,0.0,210.9,166.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,59.204540543407205,166.862
2010-08-11 12:00:00,0.0,197.3,211.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,154.37379675668478,211.91099999999997
2010-08-11 13:00:00,0.0,57.2,69.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,171.2696089450121,69.451
2010-08-11 14:00:00,0.0,4.66,111.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,25.126308866098523,111.41800000000002
2010-08-11 15:00:00,5.7,4.66,14.379,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.16,75.47242165821791,14.379
2010-08-11 16:00:00,22.8,4.66,108.556,0.0,1.5,31.5,0.0,25.0,30.5,71.0,0.16,36.894599465042354,108.556
2010-08-11 17:00:00,21.9,13.4,87.809,1.5,0.5,36.5,63.5,1.0,33.5,16.5,0.16,86.01051427093148,87.809
2010-08-11 18:00:00,2.3,53.4,88.2025,2.0,2.0,3.5,3.0,0.0,3.0,2.5,0.16,104.9984940276146,88.2025
2010-08-11 19:00:00,2.7,8.81,88.596,2.0,2.5,3.5,3.5,1.0,3.5,3.0,0.16,107.38051818859577,88.596
2010-08-11 20:00:00,0.5,58.4,110.699,0.0,0.5,0.5,0.0,0.0,1.5,1.0,0.16,65.48456100046634,110.69900000000001
2010-08-11 21:00:00,0.0,52.0,109.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,113.28426878392696,109.864
2010-08-11 22:00:00,0.1,44.3,69.547,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16,102.24936467456818,69.547
2010-08-11 23:00:00,0.0,13.6,111.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,71.84900133383275,111.836
2010-08-12 00:00:00,0.1,3.01,5.22,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.16,87.6106223935783,5.22
2010-08-12 01:00:00,0.0,3.01,85.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,19.726931391321123,85.566
2010-08-12 02:00:00,0.0,3.01,46.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,68.4742799037695,46.557
2010-08-12 03:00:00,0.0,3.01,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,43.61174689328671,4.83
2010-08-12 04:00:00,0.0,3.01,43.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,18.36063034623116,43.659
2010-08-12 05:00:00,0.1,3.01,24.214,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16,35.078964232206346,24.214
2010-08-12 06:00:00,0.1,3.01,26.992,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.16,25.973176800638438,26.992
2010-08-12 07:00:00,0.0,3.01,24.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,24.919549907036124,24.184
