Time,avg_rain,GB_out,GZ_in,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,E0,Predicted,Observed
2016-06-24 09:00:00,0.0,3.33,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,5.879211336147041,5.74
2016-06-24 10:00:00,0.0,3.33,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,5.846649103429169,5.74
2016-06-24 11:00:00,0.0,4.68,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,5.826659240424633,5.74
2016-06-24 12:00:00,0.0,13.7,5.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,6.274433588374407,5.781
2016-06-24 13:00:00,0.0,23.8,5.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,9.138828628957272,5.822
2016-06-24 14:00:00,0.0,88.7,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,11.081424291439356,5.74
2016-06-24 15:00:00,0.0,34.9,5.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,31.333225927203898,5.822
2016-06-24 16:00:00,1.4,15.7,25.184,0.5,0.0,0.0,0.0,0.0,9.0,0.0,0.197,1.251021160081029,25.184
2016-06-24 17:00:00,9.2,69.5,66.851,31.5,8.5,1.0,3.0,5.0,14.5,1.0,0.197,12.379650254890324,66.851
2016-06-24 18:00:00,9.4,43.0,86.378,8.0,11.5,4.0,8.5,14.0,9.5,10.0,0.197,61.51405161452294,86.378
2016-06-24 19:00:00,4.5,2.63,105.986,1.0,15.0,0.0,0.0,0.5,0.0,15.0,0.197,75.52763342082501,105.98599999999999
2016-06-24 20:00:00,0.9,53.8,47.653,0.5,0.5,1.0,1.0,0.0,1.5,2.0,0.197,73.6833933441639,47.653
2016-06-24 21:00:00,0.1,71.5,44.793,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.197,64.8621931462288,44.793
2016-06-24 22:00:00,0.0,76.2,86.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,62.44642359113694,86.46
2016-06-24 23:00:00,0.0,69.9,67.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,84.37011550319195,67.015
2016-06-25 00:00:00,0.0,66.9,86.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,61.0361526259184,86.378
2016-06-25 01:00:00,0.0,95.4,66.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,72.91912620079518,66.851
2016-06-25 02:00:00,0.0,77.8,86.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,71.7406586970091,86.296
2016-06-25 03:00:00,0.0,42.4,108.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,72.55504915022851,108.436
2016-06-25 04:00:00,0.0,20.4,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,76.6831895118952,5.74
2016-06-25 05:00:00,0.0,3.06,44.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,9.706054559946061,44.547
2016-06-25 06:00:00,0.0,3.01,5.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,34.749067926764496,5.658
2016-06-25 07:00:00,0.1,3.01,5.658,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.197,13.780740574151281,5.658
2016-06-25 08:00:00,0.0,3.28,5.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,12.621138229578735,5.658
2016-06-25 09:00:00,0.0,3.33,5.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,7.454231401376427,5.658
