Time,avg_rain,GB_out,GZ_in,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,E0,Predicted,Observed
2010-09-23 07:00:00,0.0,4.34,8.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,11.267620665733702,8.22
2010-09-23 08:00:00,0.0,38.5,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,10.637176173324697,8.19
2010-09-23 09:00:00,0.0,77.4,54.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,17.384664052776994,54.014
2010-09-23 10:00:00,0.0,81.3,45.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,51.1627243463248,45.452
2010-09-23 11:00:00,0.0,89.3,127.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,44.76712460704148,127.62
2010-09-23 12:00:00,0.0,111.8,11.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,99.03041135987638,11.982
2010-09-23 13:00:00,0.0,104.6,49.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,35.59548359616846,49.857
2010-09-23 14:00:00,0.0,112.2,149.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,53.57088520391285,149.857
2010-09-23 15:00:00,6.4,132.8,106.75,0.0,3.5,22.0,18.0,0.5,0.5,0.0,0.136,118.40876708561183,106.75
2010-09-23 16:00:00,7.7,183.6,88.686,0.0,0.0,31.5,6.0,0.5,10.0,6.0,0.136,103.575675750494,88.686
2010-09-23 17:00:00,0.2,225.9,210.968,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.136,129.18463052666186,210.968
2010-09-23 18:00:00,0.6,263.5,231.851,1.5,0.5,0.5,0.0,1.5,0.0,0.0,0.136,220.41724013859033,231.851
2010-09-23 19:00:00,0.9,214.3,227.869,0.5,0.5,0.5,0.5,1.0,1.0,2.5,0.136,230.72553719359635,227.86900000000003
2010-09-23 20:00:00,0.3,194.1,210.041,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.136,188.7731422059536,210.041
2010-09-23 21:00:00,0.0,228.6,185.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,178.19654072630405,185.008
2010-09-23 22:00:00,0.0,164.9,211.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,187.43395304876566,211.246
2010-09-23 23:00:00,0.1,64.8,100.824,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.136,173.9519556632042,100.824
2010-09-24 00:00:00,0.1,76.5,32.133,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.136,70.65843159615993,32.133
2010-09-24 01:00:00,0.0,77.5,66.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,57.8641892633289,66.523
2010-09-24 02:00:00,0.0,56.9,49.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,68.10040100082755,49.857
2010-09-24 03:00:00,0.0,3.22,88.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,54.53391358409822,88.776
2010-09-24 04:00:00,0.0,3.22,58.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,61.251076029673214,58.220000000000006
2010-09-24 05:00:00,0.0,3.22,27.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,49.64154050916434,27.664
2010-09-24 06:00:00,0.0,3.22,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,32.44497961356491,8.19
2010-09-24 07:00:00,0.0,3.22,8.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,18.76835120417178,8.22
2010-09-24 08:00:00,0.0,21.2,27.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,16.1356207029745,27.634000000000004
