time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2017-01-01 00:00:00,2017,1.0,1.0,0.0,,,,,,,,,3.06,137.016,6.551
2017-01-01 01:00:00,2017,1.0,1.0,1.0,,,,,,,,,9.89,105.014,6.548
2017-01-01 02:00:00,2017,1.0,1.0,2.0,,,,,,,,,48.0,69.507,6.55
2017-01-01 03:00:00,2017,1.0,1.0,3.0,,,,,,,,,58.7,63.76,6.549
2017-01-01 04:00:00,2017,1.0,1.0,4.0,,,,,,,,,11.4,19.653,6.549
2017-01-01 05:00:00,2017,1.0,1.0,5.0,,,,,,,,,6.32,29.975,6.546
2017-01-01 06:00:00,2017,1.0,1.0,6.0,,,,,,,,,17.1,16.547,6.539
2017-01-01 07:00:00,2017,1.0,1.0,7.0,,,,,,,,,46.1,19.878,6.538
2017-01-01 08:00:00,2017,1.0,1.0,8.0,,,,,,,,,74.1,29.876,6.535
2017-01-01 09:00:00,2017,1.0,1.0,9.0,,,,,,,,,17.4,30.016,6.551
2017-01-01 10:00:00,2017,1.0,1.0,10.0,,,,,,,,,38.2,26.596,6.588
2017-01-01 11:00:00,2017,1.0,1.0,11.0,,,,,,,,,76.9,40.125,6.615
2017-01-01 12:00:00,2017,1.0,1.0,12.0,,,,,,,,,140.7,40.281,6.642
2017-01-01 13:00:00,2017,1.0,1.0,13.0,,,,,,,,,48.9,60.497,6.72
2017-01-01 14:00:00,2017,1.0,1.0,14.0,,,,,,,,,52.2,60.671,6.745
2017-01-01 15:00:00,2017,1.0,1.0,15.0,,,,,,,,,7.29,50.611,6.751
2017-01-01 16:00:00,2017,1.0,1.0,16.0,,,,,,,,,3.06,64.157,6.75
2017-01-01 17:00:00,2017,1.0,1.0,17.0,,,,,,,,,3.06,47.271,6.68
2017-01-01 18:00:00,2017,1.0,1.0,18.0,,,,,,,,,3.06,33.75,6.633
2017-01-01 19:00:00,2017,1.0,1.0,19.0,,,,,,,,,59.0,23.595,6.612
2017-01-01 20:00:00,2017,1.0,1.0,20.0,,,,,,,,,60.9,10.05,6.596
2017-01-01 21:00:00,2017,1.0,1.0,21.0,,,,,,,,,3.06,20.163,6.592
2017-01-01 22:00:00,2017,1.0,1.0,22.0,,,,,,,,,3.01,16.756,6.589
2017-01-01 23:00:00,2017,1.0,1.0,23.0,,,,,,,,,3.01,13.361,6.587
2017-01-02 00:00:00,2017,1.0,2.0,0.0,,,,,,,,,39.4,20.111,6.575
2017-01-02 01:00:00,2017,1.0,2.0,1.0,,,,,,,,,41.4,16.721,6.557
2017-01-02 02:00:00,2017,1.0,2.0,2.0,,,,,,,,,14.8,23.474,6.552
2017-01-02 03:00:00,2017,1.0,2.0,3.0,,,,,,,,,53.3,13.328,6.551
2017-01-02 04:00:00,2017,1.0,2.0,4.0,,,,,,,,,14.5,13.322,6.552
2017-01-02 05:00:00,2017,1.0,2.0,5.0,,,,,,,,,8.38,23.454,6.551
2017-01-02 06:00:00,2017,1.0,2.0,6.0,,,,,,,,,14.5,26.831,6.551
