time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2011-01-01 00:00:00,2011,1.0,1.0,0.0,,,,,,,,,335.1,332.884,98.896
2011-01-01 01:00:00,2011,1.0,1.0,1.0,,,,,,,,,135.1,298.168,0.0
2011-01-01 02:00:00,2011,1.0,1.0,2.0,,,,,,,,,13.6,244.082,0.0
2011-01-01 03:00:00,2011,1.0,1.0,3.0,,,,,,,,,4.66,185.281,0.0
2011-01-01 04:00:00,2011,1.0,1.0,4.0,,,,,,,,,4.66,139.316,0.0
2011-01-01 05:00:00,2011,1.0,1.0,5.0,,,,,,,,,4.74,80.695,0.0
2011-01-01 06:00:00,2011,1.0,1.0,6.0,,,,,,,,,4.74,27.037,0.0
2011-01-01 07:00:00,2011,1.0,1.0,7.0,,,,,,,,,4.74,7.9,0.0
2011-01-01 08:00:00,2011,1.0,1.0,8.0,,,,,,,,,4.74,7.9,0.0
2011-01-01 09:00:00,2011,1.0,1.0,9.0,,,,,,,,,51.2,7.9,0.0
2011-01-01 10:00:00,2011,1.0,1.0,10.0,,,,,,,,,90.4,15.749,74.216
2011-01-01 11:00:00,2011,1.0,1.0,11.0,,,,,,,,,149.5,39.951,185.766
2011-01-01 12:00:00,2011,1.0,1.0,12.0,,,,,,,,,168.7,64.374,85.702
2011-01-01 13:00:00,2011,1.0,1.0,13.0,,,,,,,,,20.8,67.753,0.0
2011-01-01 14:00:00,2011,1.0,1.0,14.0,,,,,,,,,4.74,67.753,0.0
2011-01-01 15:00:00,2011,1.0,1.0,15.0,,,,,,,,,4.74,67.753,0.0
2011-01-01 16:00:00,2011,1.0,1.0,16.0,,,,,,,,,4.74,58.576,59.713
2011-01-01 17:00:00,2011,1.0,1.0,17.0,,,,,,,,,19.4,45.271,187.044
2011-01-01 18:00:00,2011,1.0,1.0,18.0,,,,,,,,,104.3,29.402,172.991
2011-01-01 19:00:00,2011,1.0,1.0,19.0,,,,,,,,,236.8,37.55,190.831
2011-01-01 20:00:00,2011,1.0,1.0,20.0,,,,,,,,,175.8,56.726,74.499
2011-01-01 21:00:00,2011,1.0,1.0,21.0,,,,,,,,,104.1,53.346,0.0
2011-01-01 22:00:00,2011,1.0,1.0,22.0,,,,,,,,,4.74,56.913,0.0
2011-01-01 23:00:00,2011,1.0,1.0,23.0,,,,,,,,,4.74,46.016,0.0
2011-01-02 00:00:00,2011,1.0,2.0,0.0,,,,,,,,,4.74,34.083,0.0
2011-01-02 01:00:00,2011,1.0,2.0,1.0,,,,,,,,,4.74,29.315,0.0
2011-01-02 02:00:00,2011,1.0,2.0,2.0,,,,,,,,,4.74,7.9,0.0
2011-01-02 03:00:00,2011,1.0,2.0,3.0,,,,,,,,,4.74,13.519,0.0
2011-01-02 04:00:00,2011,1.0,2.0,4.0,,,,,,,,,4.74,7.9,0.0
2011-01-02 05:00:00,2011,1.0,2.0,5.0,,,,,,,,,4.74,7.9,0.0
2011-01-02 06:00:00,2011,1.0,2.0,6.0,,,,,,,,,4.74,7.9,0.0
2011-01-02 07:00:00,2011,1.0,2.0,7.0,,,,,,,,,4.74,7.9,0.0
2011-01-02 08:00:00,2011,1.0,2.0,8.0,,,,,,,,,24.4,7.9,0.0
2011-01-02 09:00:00,2011,1.0,2.0,9.0,,,,,,,,,94.5,7.9,0.0
2011-01-02 10:00:00,2011,1.0,2.0,10.0,,,,,,,,,199.9,25.667,154.001
2011-01-02 11:00:00,2011,1.0,2.0,11.0,,,,,,,,,275.4,65.938,221.347
2011-01-02 12:00:00,2011,1.0,2.0,12.0,,,,,,,,,186.2,122.451,318.805
2011-01-02 13:00:00,2011,1.0,2.0,13.0,,,,,,,,,122.0,119.636,43.943
2011-01-02 14:00:00,2011,1.0,2.0,14.0,,,,,,,,,4.74,126.396,0.0
2011-01-02 15:00:00,2011,1.0,2.0,15.0,,,,,,,,,4.74,119.636,0.0
2011-01-02 16:00:00,2011,1.0,2.0,16.0,,,,,,,,,4.74,97.349,0.0
2011-01-02 17:00:00,2011,1.0,2.0,17.0,,,,,,,,,96.4,67.218,0.0
2011-01-02 18:00:00,2011,1.0,2.0,18.0,,,,,,,,,279.7,40.453,158.218
2011-01-02 19:00:00,2011,1.0,2.0,19.0,,,,,,,,,295.0,82.611,337.447
2011-01-02 20:00:00,2011,1.0,2.0,20.0,,,,,,,,,180.7,124.623,333.185
2011-01-02 21:00:00,2011,1.0,2.0,21.0,,,,,,,,,131.3,126.59,72.631
2011-01-02 22:00:00,2011,1.0,2.0,22.0,,,,,,,,,54.3,146.867,0.0
2011-01-02 23:00:00,2011,1.0,2.0,23.0,,,,,,,,,4.74,136.728,0.0
2011-01-03 00:00:00,2011,1.0,3.0,0.0,,,,,,,,,4.82,106.979,0.0
2011-01-03 01:00:00,2011,1.0,3.0,1.0,,,,,,,,,4.74,67.636,0.0
2011-01-03 02:00:00,2011,1.0,3.0,2.0,,,,,,,,,4.82,15.485,0.0
2011-01-03 03:00:00,2011,1.0,3.0,3.0,,,,,,,,,4.82,13.519,0.0
2011-01-03 04:00:00,2011,1.0,3.0,4.0,,,,,,,,,4.82,7.9,0.0
2011-01-03 05:00:00,2011,1.0,3.0,5.0,,,,,,,,,4.82,7.9,0.0
2011-01-03 06:00:00,2011,1.0,3.0,6.0,,,,,,,,,20.4,7.9,0.0
2011-01-03 07:00:00,2011,1.0,3.0,7.0,,,,,,,,,22.6,10.139,0.0
2011-01-03 08:00:00,2011,1.0,3.0,8.0,,,,,,,,,55.3,10.139,0.0
2011-01-03 09:00:00,2011,1.0,3.0,9.0,,,,,,,,,127.6,20.278,0.0
2011-01-03 10:00:00,2011,1.0,3.0,10.0,,,,,,,,,80.3,42.234,30.348
2011-01-03 11:00:00,2011,1.0,3.0,11.0,,,,,,,,,60.7,54.049,172.278
2011-01-03 12:00:00,2011,1.0,3.0,12.0,,,,,,,,,4.89,52.945,155.601
