time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2019-01-01 00:00:00,2019,1.0,1.0,0.0,,,,,,,,,28.8,35.843,22.459
2019-01-01 01:00:00,2019,1.0,1.0,1.0,,,,,,,,,39.0,9856.541,12.636
2019-01-01 02:00:00,2019,1.0,1.0,2.0,,,,,,,,,62.7,6575.231,12.611
2019-01-01 03:00:00,2019,1.0,1.0,3.0,,,,,,,,,80.0,4949.761,12.51
2019-01-01 04:00:00,2019,1.0,1.0,4.0,,,,,,,,,4.74,3970.417,12.481
2019-01-01 05:00:00,2019,1.0,1.0,5.0,,,,,,,,,4.74,3310.774,12.565
2019-01-01 06:00:00,2019,1.0,1.0,6.0,,,,,,,,,4.74,36.216,12.547
2019-01-01 07:00:00,2019,1.0,1.0,7.0,,,,,,,,,4.74,29.416,12.384
2019-01-01 08:00:00,2019,1.0,1.0,8.0,,,,,,,,,110.7,26.039,12.636
2019-01-01 09:00:00,2019,1.0,1.0,9.0,,,,,,,,,21.2,19.281,12.514
2019-01-01 10:00:00,2019,1.0,1.0,10.0,,,,,,,,,21.5,19.285,12.506
2019-01-01 11:00:00,2019,1.0,1.0,11.0,,,,,,,,,4.74,19.3,12.656
2019-01-01 12:00:00,2019,1.0,1.0,12.0,,,,,,,,,4.74,12.629,13.077
2019-01-01 13:00:00,2019,1.0,1.0,13.0,,,,,,,,,4.74,16.062,12.71
2019-01-01 14:00:00,2019,1.0,1.0,14.0,,,,,,,,,4.74,16.123,12.992
2019-01-01 15:00:00,2019,1.0,1.0,15.0,,,,,,,,,4.74,9.446,13.021
2019-01-01 16:00:00,2019,1.0,1.0,16.0,,,,,,,,,4.74,7.9,12.817
2019-01-01 17:00:00,2019,1.0,1.0,17.0,,,,,,,,,4.74,7.9,13.092
2019-01-01 18:00:00,2019,1.0,1.0,18.0,,,,,,,,,4.74,7.9,12.933
2019-01-01 19:00:00,2019,1.0,1.0,19.0,,,,,,,,,123.0,7.9,12.514
2019-01-01 20:00:00,2019,1.0,1.0,20.0,,,,,,,,,40.7,7.9,12.706
2019-01-01 21:00:00,2019,1.0,1.0,21.0,,,,,,,,,4.66,19.526,12.54
2019-01-01 22:00:00,2019,1.0,1.0,22.0,,,,,,,,,4.66,22.897,12.756
2019-01-01 23:00:00,2019,1.0,1.0,23.0,,,,,,,,,4.66,19.492,12.943
2019-01-02 00:00:00,2019,1.0,2.0,0.0,,,,,,,,,4.74,22.813,12.578
2019-01-02 01:00:00,2019,1.0,2.0,1.0,,,,,,,,,4.74,22.885,12.947
2019-01-02 02:00:00,2019,1.0,2.0,2.0,,,,,,,,,55.8,12.799,13.03
