time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2021-01-01 00:00:00,2021,1.0,1.0,0.0,,,,,,,,,57.3,40.765,14.606
2021-01-01 01:00:00,2021,1.0,1.0,1.0,,,,,,,,,57.3,57.617,14.038
2021-01-01 02:00:00,2021,1.0,1.0,2.0,,,,,,,,,57.3,37.385,14.038
2021-01-01 03:00:00,2021,1.0,1.0,3.0,,,,,0.5,,,0.1,57.3,71.135,14.038
2021-01-01 04:00:00,2021,1.0,1.0,4.0,,,,,,,,,57.3,77.894,14.038
2021-01-01 05:00:00,2021,1.0,1.0,5.0,,,,,,,,,57.3,57.929,14.038
2021-01-01 06:00:00,2021,1.0,1.0,6.0,,,,,,,,,57.3,74.778,14.038
2021-01-01 07:00:00,2021,1.0,1.0,7.0,,,,,,,,,57.3,54.593,14.038
2021-01-01 08:00:00,2021,1.0,1.0,8.0,,,,,,,,,57.3,77.583,192.535
2021-01-01 09:00:00,2021,1.0,1.0,9.0,,,,,,,,,57.3,43.787,14.038
2021-01-01 10:00:00,2021,1.0,1.0,10.0,,,,,,,,,57.3,64.064,14.038
2021-01-01 11:00:00,2021,1.0,1.0,11.0,,,,,,,,,57.3,63.943,13.311
2021-01-01 12:00:00,2021,1.0,1.0,12.0,,,,,,,,,57.3,50.28,13.163
2021-01-01 13:00:00,2021,1.0,1.0,13.0,,,,,,,,,57.3,56.969,13.616
2021-01-01 14:00:00,2021,1.0,1.0,14.0,,,,,,,,,57.3,50.788,13.501
2021-01-01 15:00:00,2021,1.0,1.0,15.0,,,,,,,,,57.3,77.789,13.829
2021-01-01 16:00:00,2021,1.0,1.0,16.0,,,,,,,,,57.3,67.616,13.829
2021-01-01 17:00:00,2021,1.0,1.0,17.0,,,,,,,,,57.3,74.462,13.829
2021-01-01 18:00:00,2021,1.0,1.0,18.0,,,,,,,,,57.3,81.332,13.829
