time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2024-01-01 00:00:00,2024,1.0,1.0,0.0,,,,,,,,,0.0,7.9,28.066
2024-01-01 01:00:00,2024,1.0,1.0,1.0,,,,,,,,,0.0,17.328,28.942
2024-01-01 02:00:00,2024,1.0,1.0,2.0,,,,,,,,,0.0,10.881,26.762
2024-01-01 03:00:00,2024,1.0,1.0,3.0,,,,,,,,,0.0,7.9,27.212
2024-01-01 04:00:00,2024,1.0,1.0,4.0,,,,,,,,,0.0,14.456,29.27
2024-01-01 05:00:00,2024,1.0,1.0,5.0,,,,,,,,,0.0,7.9,28.259
2024-01-01 06:00:00,2024,1.0,1.0,6.0,,,,,,,,,0.0,14.294,26.432
2024-01-01 07:00:00,2024,1.0,1.0,7.0,,,,,,,,,0.0,41.679,91.858
2024-01-01 08:00:00,2024,1.0,1.0,8.0,,,,,,,,,0.0,64.073,262.515
2024-01-01 09:00:00,2024,1.0,1.0,9.0,,,,,,,,,0.0,118.118,351.478
2024-01-01 10:00:00,2024,1.0,1.0,10.0,,,,,,,,,0.0,126.788,182.685
2024-01-01 11:00:00,2024,1.0,1.0,11.0,,,,,,,,,0.0,133.701,29.179
2024-01-01 12:00:00,2024,1.0,1.0,12.0,,,,,,,,,0.0,146.995,25.083
2024-01-01 13:00:00,2024,1.0,1.0,13.0,,,,,,,,,0.0,136.273,27.533
2024-01-01 14:00:00,2024,1.0,1.0,14.0,,,,,,,,,0.0,117.363,27.382
2024-01-01 15:00:00,2024,1.0,1.0,15.0,,,,,,,,,0.0,90.364,27.273
2024-01-01 16:00:00,2024,1.0,1.0,16.0,,,,,,,,,0.0,91.358,26.425
2024-01-01 17:00:00,2024,1.0,1.0,17.0,,,,,,,,,0.0,97.503,25.49
2024-01-01 18:00:00,2024,1.0,1.0,18.0,,,,1.0,,,,0.1,0.0,110.82,26.092
2024-01-01 19:00:00,2024,1.0,1.0,19.0,,,,0.5,,,,0.1,0.0,103.783,26.421
2024-01-01 20:00:00,2024,1.0,1.0,20.0,,,,,,,,,0.0,120.64,27.143
2024-01-01 21:00:00,2024,1.0,1.0,21.0,,,,,,,,,0.0,113.454,24.702
2024-01-01 22:00:00,2024,1.0,1.0,22.0,,,,,,,,,0.0,106.79,27.001
2024-01-01 23:00:00,2024,1.0,1.0,23.0,,,,,,,,,0.0,103.439,25.665
