time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2016-01-01 00:00:00,2016,1.0,1.0,0.0,,,,,,,,,2.9,7.9,8.469
2016-01-01 01:00:00,2016,1.0,1.0,1.0,,,,,,,,,1.8,7.9,8.469
2016-01-01 02:00:00,2016,1.0,1.0,2.0,,,,,,,,,1.8,7.9,8.618
2016-01-01 03:00:00,2016,1.0,1.0,3.0,,,,,,,,,1.8,7.9,8.618
2016-01-01 04:00:00,2016,1.0,1.0,4.0,,,,,,,,,1.8,7.9,8.618
2016-01-01 05:00:00,2016,1.0,1.0,5.0,,,,,,,,,1.8,7.9,8.469
2016-01-01 06:00:00,2016,1.0,1.0,6.0,,,,,,,,,1.8,7.9,8.469
2016-01-01 07:00:00,2016,1.0,1.0,7.0,,,,,,,,,1.8,7.9,8.469
2016-01-01 08:00:00,2016,1.0,1.0,8.0,,,,,,,,,1.8,7.9,8.469
2016-01-01 09:00:00,2016,1.0,1.0,9.0,,,,,,,,,1.75,7.9,8.469
2016-01-01 10:00:00,2016,1.0,1.0,10.0,,,,,,,,,1.75,7.9,8.469
2016-01-01 11:00:00,2016,1.0,1.0,11.0,,,,,,,,,1.75,7.9,8.469
2016-01-01 12:00:00,2016,1.0,1.0,12.0,,,,,,,,,1.75,7.9,8.469
2016-01-01 13:00:00,2016,1.0,1.0,13.0,,,,,,,,,1.75,7.9,8.32
2016-01-01 14:00:00,2016,1.0,1.0,14.0,,,,,,,,,1.75,7.9,8.469
2016-01-01 15:00:00,2016,1.0,1.0,15.0,,,,,,,,,1.75,7.9,8.469
2016-01-01 16:00:00,2016,1.0,1.0,16.0,,,,,,,,,0.643,7.9,8.469
2016-01-01 17:00:00,2016,1.0,1.0,17.0,,,,,,,,,2.07,7.9,8.469
2016-01-01 18:00:00,2016,1.0,1.0,18.0,,,,,,,,,2.07,7.9,8.469
2016-01-01 19:00:00,2016,1.0,1.0,19.0,,,,,,,,,2.07,7.9,8.349
2016-01-01 20:00:00,2016,1.0,1.0,20.0,,,,,,,,,2.07,7.9,8.118
2016-01-01 21:00:00,2016,1.0,1.0,21.0,,,,,,,,,2.07,7.9,8.118
2016-01-01 22:00:00,2016,1.0,1.0,22.0,,,,,,,,,8.28,7.9,8.036
2016-01-01 23:00:00,2016,1.0,1.0,23.0,,,,,,,,,8.29,7.9,8.118
2016-01-02 00:00:00,2016,1.0,2.0,0.0,,,,,,,,,2.07,7.9,8.118
2016-01-02 01:00:00,2016,1.0,2.0,1.0,,,,,,,,,2.63,7.9,8.118
2016-01-02 02:00:00,2016,1.0,2.0,2.0,,,,,,,,,2.07,7.9,8.118
2016-01-02 03:00:00,2016,1.0,2.0,3.0,,,,,,,,,2.07,7.9,8.118
2016-01-02 04:00:00,2016,1.0,2.0,4.0,,,,,,,,,2.07,7.9,8.118
2016-01-02 05:00:00,2016,1.0,2.0,5.0,,,,,,,,,2.07,7.9,8.118
2016-01-02 06:00:00,2016,1.0,2.0,6.0,,,,,,,,,2.07,7.9,8.036
2016-01-02 07:00:00,2016,1.0,2.0,7.0,,,,,,,,,2.07,7.9,8.118
2016-01-02 08:00:00,2016,1.0,2.0,8.0,,,,,,,,,2.07,7.9,8.036
2016-01-02 09:00:00,2016,1.0,2.0,9.0,,,,,,,,,2.07,7.9,8.036
2016-01-02 10:00:00,2016,1.0,2.0,10.0,,,,,,,,,2.5,7.9,8.118
2016-01-02 11:00:00,2016,1.0,2.0,11.0,,,,,,,,,0.366,7.9,8.118
2016-01-02 12:00:00,2016,1.0,2.0,12.0,,,,,,,,,0.324,7.9,8.118
2016-01-02 13:00:00,2016,1.0,2.0,13.0,,,,,,,,,0.324,7.9,8.036
2016-01-02 14:00:00,2016,1.0,2.0,14.0,,,,,,,,,0.324,7.9,8.036
2016-01-02 15:00:00,2016,1.0,2.0,15.0,,,,,,,,,0.324,7.9,8.118
2016-01-02 16:00:00,2016,1.0,2.0,16.0,,,,,,,,,0.324,7.9,8.036
2016-01-02 17:00:00,2016,1.0,2.0,17.0,,,,,,,,,0.324,7.9,8.036
2016-01-02 18:00:00,2016,1.0,2.0,18.0,,,,,,,,,0.324,7.9,8.036
2016-01-02 19:00:00,2016,1.0,2.0,19.0,,,,,,,,,0.324,7.9,8.036
2016-01-02 20:00:00,2016,1.0,2.0,20.0,,,,,,,,,0.324,7.9,8.036
2016-01-02 21:00:00,2016,1.0,2.0,21.0,,,,,,,,,0.324,7.9,8.118
2016-01-02 22:00:00,2016,1.0,2.0,22.0,,,,,,,,,0.324,7.9,8.036
2016-01-02 23:00:00,2016,1.0,2.0,23.0,,,,,,,,,0.324,7.9,8.118
2016-01-03 00:00:00,2016,1.0,3.0,0.0,,,,,,,,,0.324,7.9,8.118
2016-01-03 01:00:00,2016,1.0,3.0,1.0,,,,,,,,,0.324,7.9,8.036
2016-01-03 02:00:00,2016,1.0,3.0,2.0,,,,,,,,,0.31,7.9,8.118
2016-01-03 03:00:00,2016,1.0,3.0,3.0,,,,,,,,,0.31,7.9,8.118
2016-01-03 04:00:00,2016,1.0,3.0,4.0,,,,,,,,,0.31,7.9,8.118
2016-01-03 05:00:00,2016,1.0,3.0,5.0,,,,,,,,,0.31,7.9,8.036
2016-01-03 06:00:00,2016,1.0,3.0,6.0,,,,,,,,,0.31,7.9,8.118
