time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2015-01-01 00:00:00,2015,1.0,1.0,0.0,,,,,,,,,22.5,64.735,10.735
2015-01-01 01:00:00,2015,1.0,1.0,1.0,,,,,,,,,22.5,58.002,10.735
2015-01-01 02:00:00,2015,1.0,1.0,2.0,,,,,,,,,3.27,51.242,10.585
2015-01-01 03:00:00,2015,1.0,1.0,3.0,,,,,,,,,3.27,44.506,10.735
2015-01-01 04:00:00,2015,1.0,1.0,4.0,,,,,,,,,3.48,20.848,10.735
2015-01-01 05:00:00,2015,1.0,1.0,5.0,,,,,,,,,3.52,20.824,10.585
2015-01-01 06:00:00,2015,1.0,1.0,6.0,,,,,,,,,3.44,14.064,10.735
2015-01-01 07:00:00,2015,1.0,1.0,7.0,,,,,,,,,3.47,10.685,10.735
2015-01-01 08:00:00,2015,1.0,1.0,8.0,,,,,,,,,3.48,10.71,10.735
2015-01-01 09:00:00,2015,1.0,1.0,9.0,,,,,,,,,3.37,7.9,10.735
2015-01-01 10:00:00,2015,1.0,1.0,10.0,,,,,,,,,3.25,7.9,10.585
2015-01-01 11:00:00,2015,1.0,1.0,11.0,,,,,,,,,3.48,7.9,10.735
2015-01-01 12:00:00,2015,1.0,1.0,12.0,,,,,,,,,3.24,7.9,10.735
2015-01-01 13:00:00,2015,1.0,1.0,13.0,,,,,,,,,3.27,7.9,10.436
2015-01-01 14:00:00,2015,1.0,1.0,14.0,,,,,,,,,3.35,7.9,10.138
2015-01-01 15:00:00,2015,1.0,1.0,15.0,,,,,,,,,3.26,7.9,9.989
2015-01-01 16:00:00,2015,1.0,1.0,16.0,,,,,,,,,3.25,7.9,11.331
2015-01-01 17:00:00,2015,1.0,1.0,17.0,,,,,,,,,3.38,7.9,11.48
2015-01-01 18:00:00,2015,1.0,1.0,18.0,,,,,,,,,3.39,7.9,11.629
2015-01-01 19:00:00,2015,1.0,1.0,19.0,,,,,,,,,9.61,7.9,11.48
2015-01-01 20:00:00,2015,1.0,1.0,20.0,,,,,,,,,6.81,7.9,11.629
2015-01-01 21:00:00,2015,1.0,1.0,21.0,,,,,,,,,3.66,7.9,11.48
2015-01-01 22:00:00,2015,1.0,1.0,22.0,,,,,,,,,68.9,7.9,11.629
2015-01-01 23:00:00,2015,1.0,1.0,23.0,,,,,,,,,58.2,8.199,11.629
2015-01-02 00:00:00,2015,1.0,2.0,0.0,,,,,,,,,5.83,18.364,11.778
2015-01-02 01:00:00,2015,1.0,2.0,1.0,,,,,,,,,4.03,21.792,11.778
2015-01-02 02:00:00,2015,1.0,2.0,2.0,,,,,,,,,3.29,25.173,11.629
2015-01-02 03:00:00,2015,1.0,2.0,3.0,,,,,,,,,3.33,25.223,11.778
