time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2012-01-01 00:00:00,2012,1.0,1.0,0.0,,,,,,,,,3.55,67.324,0.0
2012-01-01 01:00:00,2012,1.0,1.0,1.0,,,,,,,,,3.55,50.371,0.0
2012-01-01 02:00:00,2012,1.0,1.0,2.0,,,,,,,,,3.55,12.648,0.0
2012-01-01 03:00:00,2012,1.0,1.0,3.0,,,,,,,,,3.55,23.659,0.0
2012-01-01 04:00:00,2012,1.0,1.0,4.0,,,,,,,,,3.6,13.519,0.0
2012-01-01 05:00:00,2012,1.0,1.0,5.0,,,,,,,,,3.6,10.14,0.0
2012-01-01 06:00:00,2012,1.0,1.0,6.0,,,,,,,,,3.6,7.9,0.0
2012-01-01 07:00:00,2012,1.0,1.0,7.0,,,,,,,,,3.6,7.9,0.0
2012-01-01 08:00:00,2012,1.0,1.0,8.0,,,,,,,,,37.8,7.9,0.0
2012-01-01 09:00:00,2012,1.0,1.0,9.0,,,,,,,,,61.3,7.9,0.0
2012-01-01 10:00:00,2012,1.0,1.0,10.0,,,,,,,,,65.0,16.858,20.042
2012-01-01 11:00:00,2012,1.0,1.0,11.0,,,,,,,,,91.3,38.596,191.262
2012-01-01 12:00:00,2012,1.0,1.0,12.0,,,,,,,,,115.5,44.131,154.877
2012-01-01 13:00:00,2012,1.0,1.0,13.0,,,,,,,,,29.6,57.65,0.0
2012-01-01 14:00:00,2012,1.0,1.0,14.0,,,,,,,,,3.6,61.03,0.0
2012-01-01 15:00:00,2012,1.0,1.0,15.0,,,,,,,,,3.6,50.89,0.0
2012-01-01 16:00:00,2012,1.0,1.0,16.0,,,,,,,,,3.6,44.172,0.0
2012-01-01 17:00:00,2012,1.0,1.0,17.0,,,,,,,,,20.8,22.434,0.0
2012-01-01 18:00:00,2012,1.0,1.0,18.0,,,,,,,,,123.8,16.341,37.208
2012-01-01 19:00:00,2012,1.0,1.0,19.0,,,,,,,,,175.4,47.966,392.533
2012-01-01 20:00:00,2012,1.0,1.0,20.0,,,,,,,,,143.2,68.125,364.295
2012-01-01 21:00:00,2012,1.0,1.0,21.0,,,,,,,,,135.9,79.037,45.185
2012-01-01 22:00:00,2012,1.0,1.0,22.0,,,,,,,,,119.9,102.694,0.0
2012-01-01 23:00:00,2012,1.0,1.0,23.0,,,,,,,,,57.0,102.694,0.0
2012-01-02 00:00:00,2012,1.0,2.0,0.0,,,,,,,,,3.55,120.15,0.0
2012-01-02 01:00:00,2012,1.0,2.0,1.0,,,,,,,,,3.55,69.982,0.0
2012-01-02 02:00:00,2012,1.0,2.0,2.0,,,,,,,,,3.55,47.544,0.0
2012-01-02 03:00:00,2012,1.0,2.0,3.0,,,,,,,,,3.55,43.936,0.0
2012-01-02 04:00:00,2012,1.0,2.0,4.0,,,,,,,,,3.55,16.898,0.0
2012-01-02 05:00:00,2012,1.0,2.0,5.0,,,,,,,,,3.55,16.898,0.0
2012-01-02 06:00:00,2012,1.0,2.0,6.0,,,,,,,,,3.55,7.9,0.0
2012-01-02 07:00:00,2012,1.0,2.0,7.0,,,,,,,,,22.6,7.9,0.0
2012-01-02 08:00:00,2012,1.0,2.0,8.0,,,,,,,,,74.6,10.14,0.0
2012-01-02 09:00:00,2012,1.0,2.0,9.0,,,,,,,,,98.4,16.898,0.0
2012-01-02 10:00:00,2012,1.0,2.0,10.0,,,,,,,,,120.5,33.796,0.0
2012-01-02 11:00:00,2012,1.0,2.0,11.0,,,,,,,,,184.2,47.315,0.0
2012-01-02 12:00:00,2012,1.0,2.0,12.0,,,,,,,,,202.6,77.546,0.0
2012-01-02 13:00:00,2012,1.0,2.0,13.0,,,,,,,,,97.7,90.88,0.0
2012-01-02 14:00:00,2012,1.0,2.0,14.0,,,,,,,,,51.7,100.926,0.0
2012-01-02 15:00:00,2012,1.0,2.0,15.0,,,,,,,,,16.8,97.547,0.0
2012-01-02 16:00:00,2012,1.0,2.0,16.0,,,,,,,,,3.55,80.648,0.0
2012-01-02 17:00:00,2012,1.0,2.0,17.0,,,,,,,,,69.5,67.13,0.0
2012-01-02 18:00:00,2012,1.0,2.0,18.0,,,,,,,,,167.2,40.487,82.362
2012-01-02 19:00:00,2012,1.0,2.0,19.0,,,,,,,,,141.6,60.845,282.71
2012-01-02 20:00:00,2012,1.0,2.0,20.0,,,,,,,,,62.7,82.269,309.095
2012-01-02 21:00:00,2012,1.0,2.0,21.0,,,,,,,,,62.6,70.473,131.175
2012-01-02 22:00:00,2012,1.0,2.0,22.0,,,,,,,,,62.4,97.371,0.0
2012-01-02 23:00:00,2012,1.0,2.0,23.0,,,,,,,,,3.6,114.038,0.0
2012-01-03 00:00:00,2012,1.0,3.0,0.0,,,,,,,,,3.6,100.404,0.0
2012-01-03 01:00:00,2012,1.0,3.0,1.0,,,,,,,,,3.6,73.378,0.0
2012-01-03 02:00:00,2012,1.0,3.0,2.0,,,,,,,,,3.6,31.862,0.0
2012-01-03 03:00:00,2012,1.0,3.0,3.0,,,,,,,,,3.6,40.232,0.0
2012-01-03 04:00:00,2012,1.0,3.0,4.0,,,,,,,,,3.6,13.334,0.0
2012-01-03 05:00:00,2012,1.0,3.0,5.0,,,,,,,,,3.6,7.9,0.0
2012-01-03 06:00:00,2012,1.0,3.0,6.0,,,,,,,,,3.6,7.9,0.0
2012-01-03 07:00:00,2012,1.0,3.0,7.0,,,,,,,,,3.71,7.9,0.0
2012-01-03 08:00:00,2012,1.0,3.0,8.0,,,,,,,,,36.8,7.9,0.0
2012-01-03 09:00:00,2012,1.0,3.0,9.0,,,,,,,,,82.1,7.9,0.0
2012-01-03 10:00:00,2012,1.0,3.0,10.0,,,,,,,,,214.5,13.379,0.0
2012-01-03 11:00:00,2012,1.0,3.0,11.0,,,,,,,,,228.5,40.808,144.298
2012-01-03 12:00:00,2012,1.0,3.0,12.0,,,,,,,,,157.0,74.001,158.596
2012-01-03 13:00:00,2012,1.0,3.0,13.0,,,,,,,,,3.71,94.277,0.0
2012-01-03 14:00:00,2012,1.0,3.0,14.0,,,,,,,,,3.71,104.417,0.0
